"","V1","V2"
"59946","MESH:D012878","MESH:D003327"
"59947","MESH:D012878","MESH:D003424"
"59949","MESH:D012878","MESH:D003711"
"59950","MESH:D012878","MESH:D003866"
"59951","MESH:D012878","MESH:D003872"
"59952","MESH:D012878","MESH:D003875"
"59953","MESH:D012878","MESH:D003876"
"59954","MESH:D012878","MESH:D003877"
"59955","MESH:D012878","MESH:D003920"
"59956","MESH:D012878","MESH:D003921"
"59957","MESH:D012878","MESH:D003922"
"59958","MESH:D012878","MESH:D003924"
"59959","MESH:D012878","MESH:D003925"
"59960","MESH:D012878","MESH:D003928"
"59962","MESH:D012878","MESH:D004195"
"59963","MESH:D012878","MESH:D004487"
"59964","MESH:D012878","MESH:D004646"
"59965","MESH:D012878","MESH:D004715"
"59966","MESH:D012878","MESH:D004827"
"59967","MESH:D012878","MESH:D004830"
"59968","MESH:D012878","MESH:D004938"
"59969","MESH:D012878","MESH:D005234"
"59970","MESH:D012878","MESH:D005334"
"59971","MESH:D012878","MESH:D005355"
"59972","MESH:D012878","MESH:D005706"
"59973","MESH:D012878","MESH:D005909"
"59974","MESH:D012878","MESH:D005910"
"59975","MESH:D012878","MESH:D005911"
"59976","MESH:D012878","MESH:D005921"
"59978","MESH:D012878","MESH:D005923"
"59979","MESH:D012878","MESH:D006130"
"59980","MESH:D012878","MESH:D006258"
"59981","MESH:D012878","MESH:D006319"
"59982","MESH:D012878","MESH:D006331"
"59983","MESH:D012878","MESH:D006332"
"59984","MESH:D012878","MESH:D006333"
"59985","MESH:D012878","MESH:D006349"
"59986","MESH:D012878","MESH:D006394"
"59987","MESH:D012878","MESH:D006470"
"59988","MESH:D012878","MESH:D006521"
"59989","MESH:D012878","MESH:D006528"
"59990","MESH:D012878","MESH:D006529"
"59991","MESH:D012878","MESH:D006548"
"59992","MESH:D012878","MESH:D006930"
"59993","MESH:D012878","MESH:D006943"
"59994","MESH:D012878","MESH:D006946"
"59995","MESH:D012878","MESH:D006948"
"59996","MESH:D012878","MESH:D006949"
"59997","MESH:D012878","MESH:D006965"
"59998","MESH:D012878","MESH:D006967"
"59999","MESH:D012878","MESH:D006973"
"60000","MESH:D012878","MESH:D006976"
"60001","MESH:D012878","MESH:D006984"
"60002","MESH:D012878","MESH:D007022"
"60003","MESH:D012878","MESH:D007247"
"60004","MESH:D012878","MESH:D007248"
"60005","MESH:D012878","MESH:D007249"
"60006","MESH:D012878","MESH:D007333"
"60007","MESH:D012878","MESH:D007414"
"60008","MESH:D012878","MESH:D007511"
"60010","MESH:D012878","MESH:D007674"
"60011","MESH:D012878","MESH:D007676"
"60012","MESH:D012878","MESH:D007680"
"60013","MESH:D012878","MESH:D007859"
"60015","MESH:D012878","MESH:D007938"
"60016","MESH:D012878","MESH:D007964"
"60017","MESH:D012878","MESH:D008103"
"60019","MESH:D012878","MESH:D008105"
"60020","MESH:D012878","MESH:D008106"
"60021","MESH:D012878","MESH:D008107"
"60023","MESH:D012878","MESH:D008113"
"60024","MESH:D012878","MESH:D008114"
"60025","MESH:D012878","MESH:D008171"
"60026","MESH:D012878","MESH:D008175"
"60027","MESH:D012878","MESH:D008180"
"60028","MESH:D012878","MESH:D008207"
"60029","MESH:D012878","MESH:D008223"
"60030","MESH:D012878","MESH:D008224"
"60031","MESH:D012878","MESH:D008228"
"60032","MESH:D012878","MESH:D008325"
"60033","MESH:D012878","MESH:D008527"
"60034","MESH:D012878","MESH:D008545"
"60035","MESH:D012878","MESH:D008546"
"60036","MESH:D012878","MESH:D008569"
"60037","MESH:D012878","MESH:D008579"
"60038","MESH:D012878","MESH:D008607"
"60039","MESH:D012878","MESH:D008654"
"60041","MESH:D012878","MESH:D009062"
"60042","MESH:D012878","MESH:D009069"
"60043","MESH:D012878","MESH:D009101"
"60044","MESH:D012878","MESH:D009103"
"60045","MESH:D012878","MESH:D009133"
"60046","MESH:D012878","MESH:D009135"
"60047","MESH:D012878","MESH:D009190"
"60048","MESH:D012878","MESH:D009196"
"60049","MESH:D012878","MESH:D009202"
"60050","MESH:D012878","MESH:D009203"
"60051","MESH:D012878","MESH:D009303"
"60052","MESH:D012878","MESH:D009336"
"60053","MESH:D012878","MESH:D009361"
"60054","MESH:D012878","MESH:D009362"
"60055","MESH:D012878","MESH:D009364"
"60056","MESH:D012878","MESH:D009369"
"60057","MESH:D012878","MESH:D009374"
"60059","MESH:D012878","MESH:D009396"
"60060","MESH:D012878","MESH:D009400"
"60061","MESH:D012878","MESH:D009404"
"60062","MESH:D012878","MESH:D009410"
"60063","MESH:D012878","MESH:D009422"
"60064","MESH:D012878","MESH:D009436"
"60065","MESH:D012878","MESH:D009437"
"60066","MESH:D012878","MESH:D009447"
"60067","MESH:D012878","MESH:D009503"
"60069","MESH:D012878","MESH:D009765"
"60072","MESH:D012878","MESH:D010003"
"60073","MESH:D012878","MESH:D010024"
"60074","MESH:D012878","MESH:D010048"
"60075","MESH:D012878","MESH:D010051"
"60076","MESH:D012878","MESH:D010146"
"60077","MESH:D012878","MESH:D010190"
"60078","MESH:D012878","MESH:D010195"
"60079","MESH:D012878","MESH:D010212"
"60080","MESH:D012878","MESH:D010300"
"60082","MESH:D012878","MESH:D010523"
"60083","MESH:D012878","MESH:D011014"
"60085","MESH:D012878","MESH:D011085"
"60086","MESH:D012878","MESH:D011123"
"60087","MESH:D012878","MESH:D011125"
"60088","MESH:D012878","MESH:D011230"
"60089","MESH:D012878","MESH:D011297"
"60090","MESH:D012878","MESH:D011471"
"60091","MESH:D012878","MESH:D011507"
"60092","MESH:D012878","MESH:D011565"
"60093","MESH:D012878","MESH:D011605"
"60094","MESH:D012878","MESH:D011658"
"60096","MESH:D012878","MESH:D012004"
"60097","MESH:D012878","MESH:D012008"
"60098","MESH:D012878","MESH:D012128"
"60099","MESH:D012878","MESH:D012164"
"60100","MESH:D012878","MESH:D012509"
"60101","MESH:D012878","MESH:D012516"
"60103","MESH:D012878","MESH:D012640"
"60105","MESH:D012878","MESH:D012868"
"60106","MESH:D012878","MESH:D012871"
"60107","MESH:D012878","MESH:D012878"
"60110","MESH:D012878","MESH:D013163"
"60111","MESH:D012878","MESH:D013226"
"60112","MESH:D012878","MESH:D013262"
"60113","MESH:D012878","MESH:D013274"
"60114","MESH:D012878","MESH:D013276"
"60115","MESH:D012878","MESH:D013345"
"60116","MESH:D012878","MESH:D013375"
"60117","MESH:D012878","MESH:D013920"
"60118","MESH:D012878","MESH:D013921"
"60119","MESH:D012878","MESH:D013927"
"60121","MESH:D012878","MESH:D013964"
"60122","MESH:D012878","MESH:D014062"
"60124","MESH:D012878","MESH:D014517"
"60125","MESH:D012878","MESH:D014571"
"60126","MESH:D012878","MESH:D014594"
"60127","MESH:D012878","MESH:D014652"
"60128","MESH:D012878","MESH:D014820"
"60129","MESH:D012878","MESH:D014947"
"60130","MESH:D012878","MESH:D015179"
"60131","MESH:D012878","MESH:D015212"
"60132","MESH:D012878","MESH:D015427"
"60133","MESH:D012878","MESH:D015428"
"60134","MESH:D012878","MESH:D015430"
"60135","MESH:D012878","MESH:D015451"
"60136","MESH:D012878","MESH:D015459"
"60137","MESH:D012878","MESH:D015470"
"60138","MESH:D012878","MESH:D015473"
"60139","MESH:D012878","MESH:D015658"
"60140","MESH:D012878","MESH:D015674"
"60141","MESH:D012878","MESH:D016393"
"60142","MESH:D012878","MESH:D016399"
"60143","MESH:D012878","MESH:D016403"
"60144","MESH:D012878","MESH:D016410"
"60145","MESH:D012878","MESH:D016411"
"60146","MESH:D012878","MESH:D016640"
"60148","MESH:D012878","MESH:D016889"
"60150","MESH:D012878","MESH:D017114"
"60151","MESH:D012878","MESH:D017202"
"60153","MESH:D012878","MESH:D017449"
"60154","MESH:D012878","MESH:D017544"
"60155","MESH:D012878","MESH:D017880"
"60156","MESH:D012878","MESH:D018149"
"60157","MESH:D012878","MESH:D018239"
"60160","MESH:D012878","MESH:D018268"
"60161","MESH:D012878","MESH:D018270"
"60162","MESH:D012878","MESH:D018281"
"60163","MESH:D012878","MESH:D018288"
"60166","MESH:D012878","MESH:D018358"
"60167","MESH:D012878","MESH:D018450"
"60168","MESH:D012878","MESH:D018487"
"60169","MESH:D012878","MESH:D018805"
"60170","MESH:D012878","MESH:D019465"
"60171","MESH:D012878","MESH:D019588"
"60172","MESH:D012878","MESH:D019636"
"60175","MESH:D012878","MESH:D019970"
"60177","MESH:D012878","MESH:D020083"
"60178","MESH:D012878","MESH:D020244"
"60179","MESH:D012878","MESH:D020258"
"60181","MESH:D012878","MESH:D020345"
"60182","MESH:D012878","MESH:D020521"
"60185","MESH:D012878","MESH:D021441"
"60186","MESH:D012878","MESH:D029424"
"60190","MESH:D012878","MESH:D046152"
"60191","MESH:D012878","MESH:D048550"
"60192","MESH:D012878","MESH:D048629"
"60193","MESH:D012878","MESH:D050197"
"60197","MESH:D012878","MESH:D054058"
"60198","MESH:D012878","MESH:D054198"
"60199","MESH:D012878","MESH:D054218"
"60200","MESH:D012878","MESH:D054220"
"60203","MESH:D012878","MESH:D055370"
"60204","MESH:D012878","MESH:D055752"
"60205","MESH:D012878","MESH:D056486"
"60208","MESH:D012878","MESH:D058186"
"60211","MESH:D012878","MESH:D064420"
"60212","MESH:D012878","MESH:D064726"
"60213","MESH:D012878","MESH:D065626"
"60215","MESH:D012878","MESH:D066126"
"60365","MESH:D013163","MESH:C572845"
"60367","MESH:D013163","MESH:D000015"
"60368","MESH:D013163","MESH:D000022"
"60370","MESH:D013163","MESH:D000077192"
"60371","MESH:D013163","MESH:D000077195"
"60372","MESH:D013163","MESH:D000077216"
"60373","MESH:D013163","MESH:D000077274"
"60374","MESH:D013163","MESH:D000077277"
"60375","MESH:D013163","MESH:D000230"
"60376","MESH:D013163","MESH:D000236"
"60377","MESH:D013163","MESH:D000544"
"60378","MESH:D013163","MESH:D000647"
"60379","MESH:D013163","MESH:D000740"
"60380","MESH:D013163","MESH:D001161"
"60381","MESH:D013163","MESH:D001169"
"60382","MESH:D013163","MESH:D001171"
"60383","MESH:D013163","MESH:D001172"
"60384","MESH:D013163","MESH:D001249"
"60385","MESH:D013163","MESH:D001254"
"60386","MESH:D013163","MESH:D001281"
"60387","MESH:D013163","MESH:D001284"
"60388","MESH:D013163","MESH:D001321"
"60389","MESH:D013163","MESH:D001471"
"60391","MESH:D013163","MESH:D001714"
"60392","MESH:D013163","MESH:D001749"
"60393","MESH:D013163","MESH:D001927"
"60394","MESH:D013163","MESH:D001930"
"60395","MESH:D013163","MESH:D001932"
"60396","MESH:D013163","MESH:D001943"
"60397","MESH:D013163","MESH:D002051"
"60398","MESH:D013163","MESH:D002114"
"60399","MESH:D013163","MESH:D002277"
"60400","MESH:D013163","MESH:D002280"
"60401","MESH:D013163","MESH:D002289"
"60402","MESH:D013163","MESH:D002292"
"60403","MESH:D013163","MESH:D002294"
"60404","MESH:D013163","MESH:D002295"
"60405","MESH:D013163","MESH:D002311"
"60406","MESH:D013163","MESH:D002312"
"60407","MESH:D013163","MESH:D002318"
"60409","MESH:D013163","MESH:D002471"
"60411","MESH:D013163","MESH:D002543"
"60412","MESH:D013163","MESH:D002545"
"60413","MESH:D013163","MESH:D002583"
"60414","MESH:D013163","MESH:D002658"
"60415","MESH:D013163","MESH:D002779"
"60416","MESH:D013163","MESH:D002971"
"60417","MESH:D013163","MESH:D002972"
"60418","MESH:D013163","MESH:D003072"
"60419","MESH:D013163","MESH:D003092"
"60420","MESH:D013163","MESH:D003093"
"60421","MESH:D013163","MESH:D003110"
"60422","MESH:D013163","MESH:D003324"
"60423","MESH:D013163","MESH:D003424"
"60425","MESH:D013163","MESH:D003866"
"60426","MESH:D013163","MESH:D003872"
"60427","MESH:D013163","MESH:D003875"
"60428","MESH:D013163","MESH:D003877"
"60429","MESH:D013163","MESH:D003921"
"60430","MESH:D013163","MESH:D003924"
"60431","MESH:D013163","MESH:D003928"
"60432","MESH:D013163","MESH:D004195"
"60433","MESH:D013163","MESH:D004487"
"60434","MESH:D013163","MESH:D004646"
"60435","MESH:D013163","MESH:D004715"
"60436","MESH:D013163","MESH:D004827"
"60437","MESH:D013163","MESH:D004938"
"60438","MESH:D013163","MESH:D005234"
"60439","MESH:D013163","MESH:D005334"
"60440","MESH:D013163","MESH:D005355"
"60441","MESH:D013163","MESH:D005706"
"60442","MESH:D013163","MESH:D005909"
"60443","MESH:D013163","MESH:D005910"
"60444","MESH:D013163","MESH:D005911"
"60445","MESH:D013163","MESH:D006130"
"60446","MESH:D013163","MESH:D006258"
"60447","MESH:D013163","MESH:D006331"
"60448","MESH:D013163","MESH:D006332"
"60449","MESH:D013163","MESH:D006333"
"60450","MESH:D013163","MESH:D006349"
"60451","MESH:D013163","MESH:D006394"
"60452","MESH:D013163","MESH:D006470"
"60453","MESH:D013163","MESH:D006528"
"60454","MESH:D013163","MESH:D006529"
"60455","MESH:D013163","MESH:D006548"
"60456","MESH:D013163","MESH:D006930"
"60457","MESH:D013163","MESH:D006943"
"60458","MESH:D013163","MESH:D006949"
"60459","MESH:D013163","MESH:D006965"
"60460","MESH:D013163","MESH:D006967"
"60461","MESH:D013163","MESH:D006973"
"60462","MESH:D013163","MESH:D006984"
"60463","MESH:D013163","MESH:D007022"
"60464","MESH:D013163","MESH:D007247"
"60465","MESH:D013163","MESH:D007249"
"60466","MESH:D013163","MESH:D007333"
"60467","MESH:D013163","MESH:D007674"
"60468","MESH:D013163","MESH:D007676"
"60469","MESH:D013163","MESH:D007680"
"60470","MESH:D013163","MESH:D007859"
"60471","MESH:D013163","MESH:D007938"
"60472","MESH:D013163","MESH:D007964"
"60473","MESH:D013163","MESH:D008103"
"60474","MESH:D013163","MESH:D008106"
"60475","MESH:D013163","MESH:D008107"
"60477","MESH:D013163","MESH:D008113"
"60478","MESH:D013163","MESH:D008114"
"60479","MESH:D013163","MESH:D008171"
"60480","MESH:D013163","MESH:D008175"
"60481","MESH:D013163","MESH:D008180"
"60482","MESH:D013163","MESH:D008207"
"60483","MESH:D013163","MESH:D008223"
"60484","MESH:D013163","MESH:D008325"
"60485","MESH:D013163","MESH:D008527"
"60486","MESH:D013163","MESH:D008545"
"60487","MESH:D013163","MESH:D008569"
"60488","MESH:D013163","MESH:D008607"
"60489","MESH:D013163","MESH:D008654"
"60490","MESH:D013163","MESH:D009062"
"60491","MESH:D013163","MESH:D009103"
"60492","MESH:D013163","MESH:D009190"
"60493","MESH:D013163","MESH:D009202"
"60494","MESH:D013163","MESH:D009203"
"60495","MESH:D013163","MESH:D009336"
"60496","MESH:D013163","MESH:D009361"
"60497","MESH:D013163","MESH:D009362"
"60498","MESH:D013163","MESH:D009369"
"60499","MESH:D013163","MESH:D009374"
"60501","MESH:D013163","MESH:D009404"
"60502","MESH:D013163","MESH:D009410"
"60503","MESH:D013163","MESH:D009422"
"60504","MESH:D013163","MESH:D009447"
"60506","MESH:D013163","MESH:D009765"
"60507","MESH:D013163","MESH:D010003"
"60508","MESH:D013163","MESH:D010024"
"60509","MESH:D013163","MESH:D010051"
"60510","MESH:D013163","MESH:D010146"
"60511","MESH:D013163","MESH:D010190"
"60512","MESH:D013163","MESH:D010212"
"60513","MESH:D013163","MESH:D010300"
"60515","MESH:D013163","MESH:D010523"
"60516","MESH:D013163","MESH:D011014"
"60517","MESH:D013163","MESH:D011085"
"60518","MESH:D013163","MESH:D011125"
"60519","MESH:D013163","MESH:D011230"
"60520","MESH:D013163","MESH:D011471"
"60521","MESH:D013163","MESH:D011565"
"60522","MESH:D013163","MESH:D011658"
"60524","MESH:D013163","MESH:D012004"
"60525","MESH:D013163","MESH:D012008"
"60526","MESH:D013163","MESH:D012128"
"60527","MESH:D013163","MESH:D012509"
"60528","MESH:D013163","MESH:D012516"
"60530","MESH:D013163","MESH:D012640"
"60532","MESH:D013163","MESH:D012871"
"60533","MESH:D013163","MESH:D012878"
"60535","MESH:D013163","MESH:D013163"
"60536","MESH:D013163","MESH:D013226"
"60537","MESH:D013163","MESH:D013262"
"60538","MESH:D013163","MESH:D013274"
"60539","MESH:D013163","MESH:D013375"
"60540","MESH:D013163","MESH:D013964"
"60541","MESH:D013163","MESH:D014062"
"60543","MESH:D013163","MESH:D014517"
"60544","MESH:D013163","MESH:D014594"
"60545","MESH:D013163","MESH:D014652"
"60546","MESH:D013163","MESH:D014947"
"60547","MESH:D013163","MESH:D015179"
"60548","MESH:D013163","MESH:D015427"
"60549","MESH:D013163","MESH:D015428"
"60550","MESH:D013163","MESH:D015430"
"60551","MESH:D013163","MESH:D015451"
"60552","MESH:D013163","MESH:D015459"
"60553","MESH:D013163","MESH:D015470"
"60554","MESH:D013163","MESH:D015473"
"60555","MESH:D013163","MESH:D015658"
"60556","MESH:D013163","MESH:D015674"
"60557","MESH:D013163","MESH:D016393"
"60558","MESH:D013163","MESH:D016399"
"60559","MESH:D013163","MESH:D016403"
"60560","MESH:D013163","MESH:D016410"
"60561","MESH:D013163","MESH:D016889"
"60562","MESH:D013163","MESH:D017114"
"60563","MESH:D013163","MESH:D017202"
"60565","MESH:D013163","MESH:D017449"
"60566","MESH:D013163","MESH:D017880"
"60567","MESH:D013163","MESH:D018239"
"60570","MESH:D013163","MESH:D018268"
"60571","MESH:D013163","MESH:D018281"
"60573","MESH:D013163","MESH:D018450"
"60574","MESH:D013163","MESH:D018487"
"60575","MESH:D013163","MESH:D018805"
"60576","MESH:D013163","MESH:D019465"
"60577","MESH:D013163","MESH:D019588"
"60578","MESH:D013163","MESH:D019636"
"60580","MESH:D013163","MESH:D019970"
"60582","MESH:D013163","MESH:D020258"
"60584","MESH:D013163","MESH:D020521"
"60585","MESH:D013163","MESH:D021441"
"60587","MESH:D013163","MESH:D048629"
"60588","MESH:D013163","MESH:D050197"
"60590","MESH:D013163","MESH:D054058"
"60591","MESH:D013163","MESH:D054220"
"60593","MESH:D013163","MESH:D055370"
"60594","MESH:D013163","MESH:D055752"
"60595","MESH:D013163","MESH:D056486"
"60598","MESH:D013163","MESH:D058186"
"60600","MESH:D013163","MESH:D064420"
"60601","MESH:D013163","MESH:D064726"
"60602","MESH:D013163","MESH:D065626"
"60611","MESH:D013226","MESH:D000015"
"60612","MESH:D013226","MESH:D000022"
"60615","MESH:D013226","MESH:D000077192"
"60616","MESH:D013226","MESH:D000077195"
"60617","MESH:D013226","MESH:D000077216"
"60619","MESH:D013226","MESH:D000077274"
"60620","MESH:D013226","MESH:D000077277"
"60621","MESH:D013226","MESH:D000230"
"60622","MESH:D013226","MESH:D000236"
"60623","MESH:D013226","MESH:D000310"
"60624","MESH:D013226","MESH:D000419"
"60625","MESH:D013226","MESH:D000544"
"60626","MESH:D013226","MESH:D000647"
"60627","MESH:D013226","MESH:D000740"
"60628","MESH:D013226","MESH:D001008"
"60629","MESH:D013226","MESH:D001161"
"60630","MESH:D013226","MESH:D001169"
"60631","MESH:D013226","MESH:D001171"
"60632","MESH:D013226","MESH:D001172"
"60633","MESH:D013226","MESH:D001249"
"60634","MESH:D013226","MESH:D001254"
"60635","MESH:D013226","MESH:D001281"
"60636","MESH:D013226","MESH:D001284"
"60637","MESH:D013226","MESH:D001321"
"60638","MESH:D013226","MESH:D001471"
"60640","MESH:D013226","MESH:D001714"
"60641","MESH:D013226","MESH:D001749"
"60642","MESH:D013226","MESH:D001848"
"60643","MESH:D013226","MESH:D001927"
"60644","MESH:D013226","MESH:D001930"
"60645","MESH:D013226","MESH:D001932"
"60646","MESH:D013226","MESH:D001943"
"60647","MESH:D013226","MESH:D002051"
"60648","MESH:D013226","MESH:D002114"
"60650","MESH:D013226","MESH:D002277"
"60651","MESH:D013226","MESH:D002280"
"60652","MESH:D013226","MESH:D002289"
"60653","MESH:D013226","MESH:D002292"
"60654","MESH:D013226","MESH:D002294"
"60655","MESH:D013226","MESH:D002295"
"60656","MESH:D013226","MESH:D002311"
"60657","MESH:D013226","MESH:D002312"
"60658","MESH:D013226","MESH:D002318"
"60659","MESH:D013226","MESH:D002471"
"60660","MESH:D013226","MESH:D002543"
"60661","MESH:D013226","MESH:D002545"
"60662","MESH:D013226","MESH:D002583"
"60663","MESH:D013226","MESH:D002658"
"60664","MESH:D013226","MESH:D002779"
"60665","MESH:D013226","MESH:D002971"
"60666","MESH:D013226","MESH:D002972"
"60667","MESH:D013226","MESH:D003072"
"60668","MESH:D013226","MESH:D003092"
"60669","MESH:D013226","MESH:D003093"
"60670","MESH:D013226","MESH:D003110"
"60671","MESH:D013226","MESH:D003324"
"60672","MESH:D013226","MESH:D003424"
"60674","MESH:D013226","MESH:D003866"
"60675","MESH:D013226","MESH:D003872"
"60676","MESH:D013226","MESH:D003875"
"60677","MESH:D013226","MESH:D003876"
"60678","MESH:D013226","MESH:D003877"
"60679","MESH:D013226","MESH:D003920"
"60680","MESH:D013226","MESH:D003921"
"60681","MESH:D013226","MESH:D003922"
"60682","MESH:D013226","MESH:D003924"
"60683","MESH:D013226","MESH:D003925"
"60684","MESH:D013226","MESH:D003928"
"60686","MESH:D013226","MESH:D004195"
"60687","MESH:D013226","MESH:D004487"
"60688","MESH:D013226","MESH:D004646"
"60689","MESH:D013226","MESH:D004715"
"60690","MESH:D013226","MESH:D004827"
"60691","MESH:D013226","MESH:D004830"
"60692","MESH:D013226","MESH:D004938"
"60693","MESH:D013226","MESH:D005234"
"60694","MESH:D013226","MESH:D005334"
"60695","MESH:D013226","MESH:D005355"
"60696","MESH:D013226","MESH:D005706"
"60697","MESH:D013226","MESH:D005909"
"60698","MESH:D013226","MESH:D005910"
"60699","MESH:D013226","MESH:D005911"
"60700","MESH:D013226","MESH:D005921"
"60701","MESH:D013226","MESH:D005923"
"60702","MESH:D013226","MESH:D006130"
"60703","MESH:D013226","MESH:D006258"
"60704","MESH:D013226","MESH:D006319"
"60705","MESH:D013226","MESH:D006331"
"60706","MESH:D013226","MESH:D006332"
"60707","MESH:D013226","MESH:D006333"
"60708","MESH:D013226","MESH:D006349"
"60709","MESH:D013226","MESH:D006394"
"60710","MESH:D013226","MESH:D006470"
"60711","MESH:D013226","MESH:D006521"
"60713","MESH:D013226","MESH:D006528"
"60714","MESH:D013226","MESH:D006529"
"60715","MESH:D013226","MESH:D006548"
"60716","MESH:D013226","MESH:D006930"
"60717","MESH:D013226","MESH:D006943"
"60718","MESH:D013226","MESH:D006946"
"60719","MESH:D013226","MESH:D006948"
"60720","MESH:D013226","MESH:D006965"
"60721","MESH:D013226","MESH:D006967"
"60722","MESH:D013226","MESH:D006973"
"60723","MESH:D013226","MESH:D006976"
"60724","MESH:D013226","MESH:D006984"
"60725","MESH:D013226","MESH:D007022"
"60726","MESH:D013226","MESH:D007247"
"60727","MESH:D013226","MESH:D007248"
"60728","MESH:D013226","MESH:D007249"
"60729","MESH:D013226","MESH:D007333"
"60730","MESH:D013226","MESH:D007511"
"60732","MESH:D013226","MESH:D007674"
"60733","MESH:D013226","MESH:D007676"
"60734","MESH:D013226","MESH:D007680"
"60735","MESH:D013226","MESH:D007859"
"60736","MESH:D013226","MESH:D007938"
"60737","MESH:D013226","MESH:D008103"
"60738","MESH:D013226","MESH:D008105"
"60739","MESH:D013226","MESH:D008106"
"60740","MESH:D013226","MESH:D008107"
"60742","MESH:D013226","MESH:D008113"
"60743","MESH:D013226","MESH:D008114"
"60744","MESH:D013226","MESH:D008171"
"60745","MESH:D013226","MESH:D008175"
"60746","MESH:D013226","MESH:D008180"
"60747","MESH:D013226","MESH:D008207"
"60748","MESH:D013226","MESH:D008223"
"60749","MESH:D013226","MESH:D008325"
"60750","MESH:D013226","MESH:D008527"
"60751","MESH:D013226","MESH:D008545"
"60752","MESH:D013226","MESH:D008546"
"60753","MESH:D013226","MESH:D008569"
"60754","MESH:D013226","MESH:D008607"
"60755","MESH:D013226","MESH:D008654"
"60757","MESH:D013226","MESH:D009062"
"60758","MESH:D013226","MESH:D009101"
"60759","MESH:D013226","MESH:D009103"
"60760","MESH:D013226","MESH:D009133"
"60761","MESH:D013226","MESH:D009190"
"60762","MESH:D013226","MESH:D009202"
"60763","MESH:D013226","MESH:D009203"
"60764","MESH:D013226","MESH:D009336"
"60765","MESH:D013226","MESH:D009361"
"60766","MESH:D013226","MESH:D009362"
"60767","MESH:D013226","MESH:D009364"
"60768","MESH:D013226","MESH:D009369"
"60769","MESH:D013226","MESH:D009374"
"60770","MESH:D013226","MESH:D009404"
"60771","MESH:D013226","MESH:D009410"
"60772","MESH:D013226","MESH:D009422"
"60773","MESH:D013226","MESH:D009437"
"60774","MESH:D013226","MESH:D009447"
"60775","MESH:D013226","MESH:D009503"
"60777","MESH:D013226","MESH:D009765"
"60779","MESH:D013226","MESH:D010003"
"60780","MESH:D013226","MESH:D010024"
"60781","MESH:D013226","MESH:D010051"
"60782","MESH:D013226","MESH:D010146"
"60783","MESH:D013226","MESH:D010190"
"60784","MESH:D013226","MESH:D010195"
"60785","MESH:D013226","MESH:D010212"
"60786","MESH:D013226","MESH:D010300"
"60788","MESH:D013226","MESH:D010523"
"60789","MESH:D013226","MESH:D011014"
"60791","MESH:D013226","MESH:D011085"
"60792","MESH:D013226","MESH:D011125"
"60793","MESH:D013226","MESH:D011230"
"60794","MESH:D013226","MESH:D011471"
"60795","MESH:D013226","MESH:D011507"
"60796","MESH:D013226","MESH:D011565"
"60797","MESH:D013226","MESH:D011605"
"60798","MESH:D013226","MESH:D011658"
"60800","MESH:D013226","MESH:D012008"
"60801","MESH:D013226","MESH:D012128"
"60802","MESH:D013226","MESH:D012164"
"60803","MESH:D013226","MESH:D012509"
"60804","MESH:D013226","MESH:D012516"
"60806","MESH:D013226","MESH:D012640"
"60808","MESH:D013226","MESH:D012868"
"60809","MESH:D013226","MESH:D012871"
"60810","MESH:D013226","MESH:D012878"
"60812","MESH:D013226","MESH:D013163"
"60813","MESH:D013226","MESH:D013226"
"60814","MESH:D013226","MESH:D013262"
"60815","MESH:D013226","MESH:D013274"
"60816","MESH:D013226","MESH:D013276"
"60817","MESH:D013226","MESH:D013345"
"60818","MESH:D013226","MESH:D013375"
"60819","MESH:D013226","MESH:D013921"
"60820","MESH:D013226","MESH:D013927"
"60821","MESH:D013226","MESH:D013964"
"60822","MESH:D013226","MESH:D014062"
"60824","MESH:D013226","MESH:D014517"
"60825","MESH:D013226","MESH:D014652"
"60826","MESH:D013226","MESH:D014820"
"60827","MESH:D013226","MESH:D014947"
"60828","MESH:D013226","MESH:D015179"
"60829","MESH:D013226","MESH:D015427"
"60830","MESH:D013226","MESH:D015428"
"60831","MESH:D013226","MESH:D015430"
"60832","MESH:D013226","MESH:D015451"
"60833","MESH:D013226","MESH:D015459"
"60834","MESH:D013226","MESH:D015470"
"60835","MESH:D013226","MESH:D015473"
"60836","MESH:D013226","MESH:D015658"
"60837","MESH:D013226","MESH:D015674"
"60838","MESH:D013226","MESH:D016399"
"60839","MESH:D013226","MESH:D016403"
"60840","MESH:D013226","MESH:D016410"
"60841","MESH:D013226","MESH:D016411"
"60842","MESH:D013226","MESH:D016889"
"60844","MESH:D013226","MESH:D017114"
"60845","MESH:D013226","MESH:D017202"
"60847","MESH:D013226","MESH:D017449"
"60848","MESH:D013226","MESH:D017880"
"60849","MESH:D013226","MESH:D018149"
"60851","MESH:D013226","MESH:D018268"
"60852","MESH:D013226","MESH:D018270"
"60853","MESH:D013226","MESH:D018281"
"60855","MESH:D013226","MESH:D018358"
"60856","MESH:D013226","MESH:D018450"
"60857","MESH:D013226","MESH:D018487"
"60858","MESH:D013226","MESH:D018805"
"60859","MESH:D013226","MESH:D019465"
"60860","MESH:D013226","MESH:D019588"
"60861","MESH:D013226","MESH:D019636"
"60864","MESH:D013226","MESH:D019970"
"60866","MESH:D013226","MESH:D020244"
"60867","MESH:D013226","MESH:D020258"
"60869","MESH:D013226","MESH:D020521"
"60872","MESH:D013226","MESH:D021441"
