"","Aging..Premature","Asthenia","Fever","Fever.of.Unknown.Origin","Sweating.Sickness","Hypothermia","Body.Weight","Birth.Weight","Fetal.Macrosomia","Body.Weight.Changes","Weight.Gain","Weight.Loss","Emaciation","Cachexia","Fetal.Weight","Overweight","Obesity","Obesity..Morbid","Thinness","Cardiac.Output..High","Cardiac.Output..Low","Chills","Cyanosis","Infantile.Apparent.Life.Threatening.Event","Edema","Edema..Cardiac","Hydrops.Fetalis","Eye.Manifestations","Eye.Hemorrhage","Eye.Pain","Susac.Syndrome","Fatigue","Mental.Fatigue","Feminization","Fetal.Distress","Flushing","Heart.Murmurs","Systolic.Murmurs","Hot.Flashes","Hypergammaglobulinemia","Intermittent.Claudication","Mobility.Limitation","Motion.Sickness","Space.Motion.Sickness","Neurologic.Manifestations","Cerebrospinal.Fluid.Otorrhea","Cerebrospinal.Fluid.Rhinorrhea","Decerebrate.State","Dyskinesias","Ataxia","Cerebellar.Ataxia","Gait.Ataxia","Athetosis","Catalepsy","Chorea","Dystonia","Torticollis","Hyperkinesis","Hypokinesia","Myoclonus","Psychomotor.Agitation","Akathisia..Drug.Induced","Synkinesis","Tics","Tremor","Gait.Disorders..Neurologic","Gait.Apraxia","Meningism","Neurobehavioral.Manifestations","Apraxias","Alien.Hand.Syndrome","Catatonia","Communication.Disorders","Language.Disorders","Agraphia","Anomia","Dyslexia","Dyslexia..Acquired","Alexia..Pure","Language.Development.Disorders","Speech.Disorders","Aphasia","Aphasia..Broca","Aphasia..Conduction","Aphasia..Primary.Progressive","Primary.Progressive.Nonfluent.Aphasia","Aphasia..Wernicke","Articulation.Disorders","Dysarthria","Echolalia","Mutism","Stuttering","Learning.Disorders","Confusion","Delirium","Consciousness.Disorders","Unconsciousness","Coma","Persistent.Vegetative.State","Stupor","Syncope","Syncope..Vasovagal","Lethargy","Memory.Disorders","Amnesia","Amnesia..Anterograde","Amnesia..Retrograde","Amnesia..Transient.Global","Korsakoff.Syndrome","Mental.Retardation","Perceptual.Disorders","Agnosia","Gerstmann.Syndrome","Prosopagnosia","Auditory.Perceptual.Disorders","Hallucinations","Illusions","Phantom.Limb","Psychomotor.Disorders","Apraxia..Ideomotor","Fasciculation","Muscle.Cramp","Muscle.Hypertonia","Muscle.Rigidity","Muscle.Spasticity","Muscle.Hypotonia","Muscle.Weakness","Muscular.Atrophy","Sarcopenia","Myokymia","Myotonia","Spasm","Hemifacial.Spasm","Trismus","Tetany","Orthostatic.Intolerance","Pain","Back.Pain","Low.Back.Pain","Facial.Pain","Headache","Slit.Ventricle.Syndrome","Labor.Pain","Metatarsalgia","Neck.Pain","Neuralgia","Neuralgia..Postherpetic","Piriformis.Muscle.Syndrome","Sciatica","Pain..Intractable","Pain..Referred","Paralysis","Facial.Paralysis","Gastroparesis","Hemiplegia","Ophthalmoplegia","Ophthalmoplegia..Chronic.Progressive.External","Supranuclear.Palsy..Progressive","Paraplegia","Brown.Sequard.Syndrome","Pseudobulbar.Palsy","Quadriplegia","Respiratory.Paralysis","Vocal.Cord.Paralysis","Paresis","Paraparesis","Paraparesis..Spastic","Psychophysiologic.Disorders","Pupil.Disorders","Anisocoria","Miosis","Horner.Syndrome","Tonic.Pupil","Reflex..Abnormal","Reflex..Babinski","Seizures","Sensation.Disorders","Dizziness","Hearing.Disorders","Hearing.Loss","Deafness","Deaf.Blind.Disorders","Hearing.Loss..Bilateral","Hearing.Loss..Conductive","Hearing.Loss..Functional","Hearing.Loss..High.Frequency","Hearing.Loss..Mixed.Conductive.Sensorineural","Hearing.Loss..Sensorineural","Hearing.Loss..Central","Hearing.Loss..Noise.Induced","Presbycusis","Usher.Syndromes","Hearing.Loss..Sudden","Hearing.Loss..Unilateral","Hyperacusis","Tinnitus","Olfaction.Disorders","Somatosensory.Disorders","Hyperalgesia","Hyperesthesia","Hypesthesia","Paresthesia","Taste.Disorders","Ageusia","Dysgeusia","Vision.Disorders","Amblyopia","Blindness","Amaurosis.Fugax","Blindness..Cortical","Color.Vision.Defects","Diplopia","Hemianopsia","Photophobia","Scotoma","Vision..Low","Sleep.Disorders","Sleep.Deprivation","Urinary.Bladder..Neurogenic","Vertigo","Voice.Disorders","Aphonia","Dysphonia","Hoarseness","Oral.Manifestations","Oral.Hemorrhage","Abdominal.Pain","Abdomen..Acute","Colic","Renal.Colic","Arthralgia","Shoulder.Pain","Chest.Pain","Angina.Pectoris","Acute.Coronary.Syndrome","Angina..Unstable","Angina.Pectoris..Variant","Earache","Toothache","Flank.Pain","Glossalgia","Pain..Postoperative","Pelvic.Pain","Dysmenorrhea","Pseudophakia","Reticulocytosis","Aerophagy","Anorexia","Constipation","Coprophagia","Diarrhea","Diarrhea..Infantile","Dyspepsia","Encopresis","Eructation","Flatulence","Gagging","Halitosis","Heartburn","Hiccup","Hyperphagia","Bulimia","Nausea","Postoperative.Nausea.and.Vomiting","Vomiting","Hematemesis","Morning.Sickness","Hyperemesis.Gravidarum","Vomiting..Anticipatory","Anoxia","Fetal.Hypoxia","Apnea","Cheyne.Stokes.Respiration","Cough","Dyspnea","Dyspnea..Paroxysmal","Hemoptysis","Hypercapnia","Hyperoxia","Hyperventilation","Hypocapnia","Hypoventilation","Mouth.Breathing","Respiratory.Aspiration","Respiratory.Sounds","Snoring","Sneezing","Skin.Manifestations","Cafe.au.Lait.Spots","Ecchymosis","Jaundice","Jaundice..Obstructive","Livedo.Reticularis","Necrolytic.Migratory.Erythema","Pallor","Pruritus","Tinea.Pedis","Purpura","Purpura.Fulminans","Purpura..Hyperglobulinemic","Purpura..Schoenlein.Henoch","Purpura..Thrombocytopenic","Purpura..Thrombocytopenic..Idiopathic","Purpura..Thrombotic.Thrombocytopenic","Waterhouse.Friderichsen.Syndrome","Striae.Distensae","Dysuria","Hypercalciuria","Nocturia","Oliguria","Polyuria","Prostatism","Proteinuria","Albuminuria","Hemoglobinuria","Urinary.Bladder..Overactive","Urinary.Incontinence","Urinary.Incontinence..Stress","Urinary.Incontinence..Urge","Urinoma","Virilism","Hirsutism"
"MESH:D013616",0,0,0.6189376,0,0,0,0,1.407131,0,0,0,0,0,0,0,0,0.8325537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.879293,0,2.24256,0,0,0,1.739353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9279728,1.312085,0,0,11.92713,6.365135,3.495323,0,0,0,0,0,0,0,0,0,0,0,0,1.723288,0,0,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,0,0,0.8451669,0,4.027414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,0,0,0,0,0,0,0,0,0,6.597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277506,0,1.687025,0,0,0,0,0,0,1.876554,0,0,3.015665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D017180",0,0,7.427252,1.473155,0,1.945436,1.371951,0,0,0,0,0,0,0,0,0,3.330215,1.75294,0,0,32.14193,0,0,0,0,0,4.682001,0,0,0,0,1.138013,0,0,0,0,2.363417,0,0,0,2.218303,0,0,0,0,0,0,2.944676,0,1.21966,0,0,0,0,0,1.536109,0,0,0,0,0,3.110911,0,0,17.39353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855946,3.936254,0,0,293.7056,12.73027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72728,0,0.9929911,0,0,0,3.054049,2.734555,0,0,0,0,1.646934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277479,0,0,1.36914,0,1.98778,0,0,0,0,0,0,0,0,0,4.221393,0,6.761335,0,9.3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.511072,0,0,0,0,0,0,0,1.492999,0,0,1.596252,0,0,0,0,0,0,1.696967,0,0,0,0,0,9.896047,21.79025,28.57756,11.2128,29.39354,0,0,0,0,0,0,0,0,0,0,1.825261,0,0,2.769564,0,0,0,0,0,0,0,0,0,0,0,0,3.4201,2.530538,0,0,0,0,7.01392,0,0,0,2.629458,14.0731,0,0,4.221968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.184039,0,0,0,0,0,0,0,0,0,0,0,0,1.617529,0,0,0,0,0
"MESH:D016171",0,0,1.237875,1.473155,0,0,0,0,0,0,0,2.000107,0,0,0,0,2.497661,0,0,0,4.285591,0,0,0,0.5958781,0,0,0,0,0,0,1.138013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48512,0,0,0,1.739353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,0,0,8.335821,0,0,3.936254,0,0,62.61744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.635094,0,0,0,0,0,0,0,0,3.076628,0,0,0,1.992983,0,0,0,0,3.883897,0,0,0,0,0,0,1.36914,0,0,0,0,0,0,0,0,0,0,0,0,0,2.535501,0,2.684943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,0,0,0,0.8484837,0,0,0,0,0,0,8.7161,2.59796,0,9.797847,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769564,0,0,0,0,0,0,0,0,0,0,2.763857,4.555012,3.4201,3.374051,0,0,0,0,0,0,0,0,1.314729,2.010443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454712,0,0,0,0,1.465942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.543332,4.852588,2.802176,0,0,0,0
"MESH:D014693",0,0,4.332563,0,0,56.41765,15.77744,0,0,0,0,0,0,0,0,0,6.660429,3.50588,0,0,25.71355,0,1.74341,0,0,3.51904,0,0,0,0,0,1.138013,0,0,0,0,2.363417,0,0,0,0,0,0,0,0.06994141,0,0,0,0,1.21966,0,0,0,0,0,0,0,0,2.879293,1.775071,2.24256,0,0,0,5.218058,0,0,0,0,0,0,2.701907,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,0,1.508948,2.083955,0,6.49581,11.80876,0,0,178.907,35.00824,0,4.403993,2.171486,0,0,0,0,0,0,0,0,0,0,1.723288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46911,0,0,0,0,3.952641,0,0,0,0,0,0,0,0,0,0,0,2.169409,0,0,0.9689428,0,0,2.589265,1.329847,0,0,1.277479,0,0,4.107419,0,0,0,0,0,2.965011,0,0,0,0,0,2.814262,0,8.451669,0,1.342471,0,0,9.828217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.974034,0,0,0,0,0,0,0,0,0,0.6634894,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,0,0,0,1.696967,0,0,0,0,0,5.497804,53.74928,15.58776,11.2128,58.78708,0,0,0,0,5.033566,0,0,0,0,0,1.825261,0,0,1.846376,0,2.082052,0,0,0,0,0,0,0,0,0,4.555012,0,5.061076,0,0,0,0,29.05767,0,5.629662,0,14.46202,3.015665,0,0,6.332951,0,0,0,10.08541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D054141",0,0,0.6189376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D002303",0,0,1.237875,0,0,5.836309,7.545733,4.221393,0,0,1.48669,2.000107,0,7.978896,0,0.8238721,6.660429,0,0,30.69195,6421.959,0,3.486819,0,4.767025,0,2.341,0,0,0,0,13.65616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.758587,0,2.24256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083955,0,0,2.62417,0,0,13.41802,0,0,1.467998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,1.460822,0,0,0,0,0,0,2.381207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8451669,0,4.027414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6634894,0,0,0,0,0,1.644165,2.082052,0,0,0,4.478997,0,0,0,0,0,0,0,0,0,1.696967,0,0,0,0,0,6.597365,14.52683,0,20.18304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,0,0,0,0,0,18.03579,0,1.876554,3.637823,3.944187,26.13576,0,0,4.221968,2.949191,4.21026,0,0,0,0,1.639269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.248978,2.065087,0,0,0,0,0,0,0,0
"MESH:D002305",0,0,3.094688,4.419465,0,0,0.6859757,1.407131,0,0,1.48669,0,0,0,0,0,3.330215,0,0,0,23.57075,0,6.973638,0,5.958781,7.038079,7.023001,0,0,0,0,2.276026,0,0,0,0,2.363417,0,0,0,0,0,0,0,0.1398828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8771293,0.9279728,1.312085,0,0,5.963566,0,0,0,0,0,0,0,0,0.9054467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,0,0,2.305707,0,0,0,0,0,0,0,1.958792,0,0,0,0,0,0,0.4844714,0,0,0,0,0,0,2.554959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.242418,5.750401,0,0,0,0,26.38946,7.263417,2.59796,8.970241,0,0,0,0,0,0,0,0,0,0,4.070687,0,1.593915,0,1.846376,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,1.687025,0,0,2.875083,0,12.02386,0,1.876554,0,1.314729,38.19842,0,1.697074,4.221968,0,0,3.37062,2.521353,0,3.330074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.996429,0,0,2.184039,0,0,0,0,0,0,0,0,1.248978,0,0,0,0,0,0,0,0,0
"MESH:D002311",0,0,1.237875,0,0,0,18.52134,0,0,0,4.460069,4.000215,0,3.989448,0,0,16.65107,10.51764,2.6706,3.836494,149.9957,0,0,0,4.767025,14.07616,0,0,0,0,0,5.690066,0,0,0,5.228024,16.54392,0,0,3.35825,0,0,0,0,0,0,0,0,0,3.658979,1.708786,0,0,0,5.97895,0,0,0,2.879293,1.775071,4.48512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922403,0,0,0,4.16791,0,0,1.312085,0,0,35.78139,12.73027,0,0,0,0,0,0,0,3.621787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.626045,4.964955,5.843287,0,0,0,1.367277,0,0,2.381207,0,0,1.146929,0,0,0.8845643,0,0,0,0,0,0,0,0,0,0,0,1.357097,0,0,6.649236,0,0,0,0,0,0,0,0,1.287736,0,0,0,0,0,0,0,0,1.407131,0,0.8451669,0.3433219,0,0.7350166,0,6.142636,0,0,0,0,0,0,12.14856,0,0,0,4.763834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6634894,0,4.392553,3.511072,0,2.56661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696967,1.4376,0,0,0,0,15.39385,46.48587,2.59796,2.24256,3.265949,0,0,0,0,1.677855,0,0,0,0,0,0,1.593915,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,0,0,2.530538,0,0,0,0,7.01392,5.468451,3.753108,25.46476,0,35.18276,3.752234,1.697074,4.221968,2.949191,6.31539,0,0,0,0,3.278539,0,0,0,0,0,0,0,0,0,0,0,0,2.126437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D002312",0,0,0.6189376,0,0,0,5.487806,2.814262,16.68359,0,0,1.000054,0,1.994724,0,0,4.995322,1.75294,0,0,17.14237,0,3.486819,0,2.383512,0,2.341,0,0,0,0,3.414039,0,0,5.176903,2.614012,160.7124,4.913366,0,1.679125,0,0,0,0,0.1398828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810662,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0,0.9279728,0,0,0,168.4707,25.46054,0,0,0,0,0,0,0,16.29804,0,0,0,0,0,0,0,0,2.663282,0,0,0,0,0,0,8.282556,1.985982,4.382465,0,0,0,0,0,0,0,0,0.6587734,0,0,0,2.653693,0,0,0,0,0,0,0,0,1.992983,0,0,1.357097,0,1.294632,2.659695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8451669,0,5.369886,0,0,12.28527,0,2.211789,0,0,0,0,4.859423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6634894,0,0,3.511072,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,2.216127,0,0,0.8484837,0,0,0,0,0,29.68814,139.4576,7.793881,4.48512,13.0638,0,0,0,0,0,0,0,0,0,0,0,1.593915,0,1.846376,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,0.8435127,2.085862,0,0,0,5.009943,2.734225,0,3.637823,2.629458,49.25586,7.504467,0,0,0,2.10513,0,0,0,0,3.278539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.497956,0,0,0,0,0,0,0,0,0
"MESH:D015428",0,0,0.6189376,0,0,3.890872,10.63262,0,0,0,0,0,0,0,0,0,8.325537,0,0,0,12.85677,0,6.973638,0,7.746415,17.5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.367277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.575912,0,0,0,0,0,0,0,23.24293,5.195921,2.24256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2148,13.67113,0,0,1.314729,0,0,0,2.110984,17.69514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MESH:D009205",0,0,15.47344,4.419465,0,1.945436,18.17836,0,0,0,1.48669,2.000107,0,1.994724,0,0,2.497661,0,0,0,68.56946,0,5.230229,0,13.7052,45.74752,4.682001,0,0,0,0,3.414039,0,0,0,0,9.453669,0,0,6.716501,0,0,0,0,0.2098242,0,0,0,0,0,0,0,0,0,15.94387,0,0,0,0,0,0,0,0,0,0,0,0,3.074354,0,0,0,0,0,0,0,0,0,0,0,0,0,3.621324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8771293,0.9279728,2.62417,0,0,32.79961,0,0,1.467998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,1.460822,0,0,0,0,0,0,0,0,1.97632,1.146929,0,0,0.8845643,0,0,0,1.958792,0,0,0,0,0,0,1.453414,0,0,7.767794,1.329847,0,0,1.277479,0,0,1.36914,2.48942,0,0,0,0,0,0,0,0,0,0,0,0,5.071002,0,5.369886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6634894,0,0,3.511072,0,0,1.644165,0,0,0,0,0,0,0,4.788756,0,0,0,0,0,0,8.484837,0,0,0,4.4319,2.420427,57.17716,29.05367,33.77349,6.727681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.308693,0,0,0,0,0,0,0,0,0,2.399318,0,3.416259,0,6.748101,0,0,0,0,9.017897,0,3.753108,0,5.258917,23.1201,3.752234,3.394149,0,0,0,0,0,0,0,4.917808,0,0,1.224714,0,0,1.454712,0,0,0,3.535169,0,0,2.126437,0,0,9.991072,0,1.933894,2.184039,0,0,0,0,0,0,0,0,3.746933,0,0,0,0,0,0,0,0,0
"MESH:D004696",0,0,19.806,13.25839,0,0,0.3429878,1.407131,0,0,1.48669,3.000161,0,3.989448,0,0,0.8325537,0,2.6706,0,0,0,1.74341,0,2.383512,3.51904,0,0,0,0,0,2.276026,0,0,0,0,14.1805,4.913366,0,1.679125,2.218303,0,0,0,0.2098242,0,0,0,0,0,0,0,2.582162,0,3.985967,1.536109,0,0,0,1.775071,0,0,0,0,0,0,0,3.074354,0,0,0,0,0,0,0,0,0,0,0,0,0,9.053309,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0.8771293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,1.769129,0,0,0,0,0,0,0,0,0,0,0,1.357097,0,10.35706,2.659695,0,0,1.277479,0,0,0,0,0,1.287736,0,0,1.482506,0,0,0,0,0,1.407131,0,0,0,0,0.7350166,0,2.457054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653958,0,2.196277,3.511072,0,0,3.288331,2.082052,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696967,2.8752,0,0,0,0,4.398243,4.35805,2.59796,0,0,0,0,0,0,0,0,0,0,0,0,3.650521,0,0,0.9231881,0,0,0,0,0,0,0,0,0,0,0,1.138753,0,0,0,0,0,0,3.005966,0,0,0,0,9.046995,3.752234,1.697074,0,0,0,0,0,0,0,0,0,0,0,0,2.299981,0,0,0,0,0,0,0,2.126437,0,0,1.998214,0,0,6.552116,0,0,0,0,0,2.614012,2.360901,0,0,0,0,0,0,0,0,0,0,0
"MESH:D016757",0,0,4.332563,0,0,1.945436,0.6859757,2.814262,0,0,2.973379,3.000161,0,0,0,0.8238721,11.65575,1.75294,2.6706,3.836494,29.99914,0,0,0,0,0,0,0,0,0,0,10.24212,0,0,0,0,0,0,0,0,2.218303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508948,0,0,0,0,0,0,122.2531,6.365135,0,0,0,0,0,0,0,0,0,2.536212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929911,0,0,0,0,0,0,0,0,0,0.3293867,0,0,0,0.8845643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.447517,0,0,0,0,0,2.814262,0,5.916168,0,4.027414,0,0,1.228527,0,0,0,0,0,0,1.214856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596252,0,0,0,0,0,0,0.8484837,1.4376,0,0,0,0,12.09517,30.50635,12.9898,29.15328,13.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277506,0,2.530538,0,0,0,0,2.003977,0,1.876554,7.275646,0,6.03133,0,0,0,0,2.10513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.184039,0,0,0,0,0,0,0,0,1.248978,4.130173,0,0,1.617529,0,0,0,0,0
