"","gene_ID_1","gene_ID_2"
"4471",4638,5593
"4483",4140,9891
"4494",1956,2066
"4500",7068,8648
"4503",3759,8573
"4505",3320,9891
"4506",11184,836
"4508",1263,5604
"4511",5587,5601
"4513",54106,695
"4514",2064,2185
"4516",6258,7068
"4518",3716,5321
"4520",1460,2099
"4523",3717,4486
"4524",2324,5747
"4525",2260,6195
"4526",3643,3716
"4527",1111,3320
"4529",3098,7416
"4531",2099,3320
"4541",2242,3716
"4542",2534,7301
"4548",1514,5328
"4549",5578,5879
"4551",2904,816
"4557",4609,7278
"4560",1432,5595
"4561",4985,4988
"4562",5585,836
"4563",2185,2534
"4567",203068,5347
"4568",5603,8550
"4569",5747,5979
"4570",5159,7525
"4571",2902,6197
"4572",10499,7421
"4575",5581,6622
"4577",3815,7006
"4579",5581,7416
"4583",1234,3932
"4590",5564,9891
"4591",4609,5604
"4593",1436,7525
"4595",3066,5467
"4598",7421,8648
"4600",4067,5595
"4601",5111,5591
"4604",5422,7157
"4607",7277,7535
"4608",2554,5580
"4609",4314,8600
"4614",2241,801
"4616",2064,6714
"4621",4137,6622
"4628",595,8648
"4630",801,818
"4631",1312,1636
"4633",3480,3717
"4638",2147,5627
"4643",2263,776
"4647",2560,5290
"4665",3065,9734
"4666",3702,7046
"4667",3320,4842
"4670",3320,3551
"4672",1019,7046
"4675",3326,7157
"4677",10188,1956
"4678",3066,7067
"4679",1459,7046
"4680",5580,5591
"4685",1051,2099
"4686",3091,5595
"4688",2904,5290
"4693",5588,836
"4695",1956,2185
"4699",4137,834
"4702",29110,3326
"4704",5594,5894
"4708",3312,5894
"4711",100,1803
"4714",1022,7067
"4719",4137,5580
"4720",660,836
"4721",3791,5029
"4732",7150,7157
"4733",3326,4215
"4741",4638,5578
"4742",3654,4916
"4744",3309,9891
"4753",5591,5599
"4758",207,208
"4764",4313,64386
"4765",2147,3486
"4771",2047,2051
"4772",3654,5584
"4776",10856,3065
"4778",2580,3312
"4780",8648,9971
"4782",595,801
"4783",116443,2902
"4786",2043,2260
"4789",1432,1459
"4791",5747,8737
"4796",11183,3055
"4798",2321,3791
"4799",5594,6777
"4809",1019,10499
"4814",5328,5340
"4818",1051,2908
"4820",4751,5594
"4821",23621,4313
"4825",351,811
"4827",10499,7068
"4829",5566,5569
"4832",5588,695
"4837",6256,90
"4840",3480,5580
"4843",10188,10461
"4844",3066,7068
"4845",5327,5328
"4848",23621,8570
"4850",2872,5594
"4852",3312,8841
"4853",4133,60
"4854",367,836
"4855",81788,90
"4856",5062,5879
"4860",5347,7277
"4861",5579,5597
"4862",10728,2908
"4863",302,5111
"4864",472,5888
"4870",100,2908
"4871",596,6647
"4873",10060,3939
"4875",5879,7277
"4881",2534,3791
"4886",5423,5578
"4887",185,5894
"4889",840,8428
"4892",3778,5747
"4893",4792,7157
"4895",203068,4134
"4897",2246,2260
"4900",7421,90
"4902",773,785
"4906",5580,60
"4908",2048,2902
"4909",81788,9891
"4910",5467,8841
"4913",2902,4133
"4914",2268,6714
"4918",4215,8737
"4921",4067,840
"4924",2159,5327
"4926",54205,7416
"4930",4609,7277
"4934",3320,5594
"4936",1432,5594
"4937",10733,7046
"4938",10013,10376
"4940",1436,4067
"4941",4791,9759
"4943",1432,1460
"4944",595,8841
"4949",3815,5294
"4950",2908,801
"4951",3551,5588
"4952",5610,840
"4958",240,60
"4959",4313,4323
"4960",3486,4314
"4962",207,84254
"4966",5159,6777
"4970",3065,5467
"4971",367,5894
"4972",6714,6850
"4974",207,9479
"4976",2908,4791
"4978",1813,2891
"4980",2321,5747
"4983",6256,9970
"4984",3562,5293
"4987",302,5340
"4992",208,3320
"4994",6096,8648
"4999",3326,3551
"5004",54205,6622
"5009",596,7157
"5010",2950,5599
"5012",25,3716
"5013",2898,8573
"5015",2902,2906
"5018",1956,3678
"5019",5292,572
"5027",3055,5291
"5031",6850,7846
"5033",4312,8600
"5037",3643,5595
"5040",1147,4296
"5047",596,640
"5049",11183,613
"5050",5580,5590
"5052",1719,2280
"5053",3551,5579
"5057",3716,6850
"5066",196,8648
"5067",1017,596
"5069",2099,595
"5070",2099,7068
"5073",11188,3678
"5075",5584,5607
"5081",142,6256
"5082",185,1956
"5084",5888,840
"5089",2185,4067
"5090",4316,4318
"5091",4067,836
"5092",3768,5566
"5093",1457,9221
"5101",4067,7006
"5102",4316,5340
"5103",4067,5588
"5104",2534,3717
"5107",2906,5582
"5111",10746,4792
"5112",4314,5340
"5118",5170,5584
"5119",3551,9175
"5122",5590,6714
"5127",4216,5606
"5130",3486,5340
"5135",5062,836
"5142",5468,8648
"5143",3320,3791
"5146",4137,815
"5147",2534,5590
"5151",5566,6261
"5152",10376,4792
"5153",3320,5292
"5157",10014,8841
"5159",4130,7277
"5161",6462,8665
"5164",3685,5747
"5165",2043,2534
"5167",3309,840
"5169",2100,6714
"5176",140901,7046
"5177",8648,9970
"5179",2043,2263
"5181",2159,5340
"5183",1022,367
"5188",100,1812
"5194",5578,5914
"5197",8648,8856
"5198",4133,57787
"5212",3065,367
"5216",1111,1460
"5218",5241,890
"5222",54205,596
"5223",5347,5689
"5227",2104,8648
"5230",1025,4790
"5232",10013,203068
"5234",5058,5580
"5240",5159,5894
"5244",10988,5879
"5246",56479,801
"5250",5578,6714
"5251",5290,5580
"5255",3551,4791
"5260",1234,5004
"5267",3654,5590
"5271",5894,673
"5272",2534,983
"5274",5563,5564
"5275",8841,9759
"5286",5584,5604
"5287",2011,9891
"5289",6714,7301
"5291",207,5140
"5293",7046,9212
"5297",6622,801
"5298",4916,5595
"5300",7155,7514
"5304",5595,5599
"5305",7068,7157
"5307",5468,8841
"5313",351,836
"5316",10062,5914
"5321",1051,4609
"5322",2099,56924
"5324",367,56924
"5327",2902,815
"5331",3717,4792
"5334",11331,3065
"5336",2185,3718
"5338",25,3815
"5339",3320,9641
"5340",176,4323
"5344",2099,7067
"5349",1514,6256
"5351",2908,4790
"5356",6256,9971
"5357",3562,5290
"5358",5610,5879
"5359",1969,5747
"5360",10728,196
"5361",3654,695
"5363",2185,7535
"5366",4792,7278
"5369",3815,695
"5370",10499,5914
"5371",203068,659
"5375",1017,4067
"5379",1445,3643
"5389",2268,7421
"5391",5599,5979
"5394",6256,7376
"5396",2904,818
"5398",3932,5894
"5399",1508,302
"5409",10038,142
"5411",1131,375
"5412",4067,7297
"5416",7301,7525
"5419",10728,4306
"5420",23678,2931
"5421",2101,8648
"5429",154,3553
"5435",4145,6714
"5440",4790,8600
"5441",57787,7277
"5442",5914,6777
"5449",2185,2903
"5453",354,5340
"5454",5578,695
"5455",4790,4791
"5456",2263,3678
"5457",6195,6850
"5464",2893,818
"5469",836,8428
"5470",1147,5610
"5471",2081,3309
"5474",1956,8737
"5475",25,4914
"5477",1956,4233
"5481",2185,3932
"5483",8841,9734
"5484",613,6714
"5486",3065,4792
"5488",3716,5894
"5489",2101,5580
"5491",5915,8648
"5495",3551,90
"5497",5058,7046
"5498",2534,836
"5502",6241,7157
"5504",3717,7525
"5505",5587,6850
"5511",3320,4609
"5512",3356,3717
"5513",2908,367
"5514",3708,4067
"5516",3717,5478
"5518",9175,9479
"5522",59341,801
"5523",29110,3320
"5528",3551,7046
"5532",6256,7067
"5539",4133,4139
"5541",5594,5979
"5544",4137,60
"5545",10746,5607
"5546",10988,5594
"5548",203068,7272
"5549",1613,4233
"5550",5606,9344
"5552",83933,8841
"5553",2046,5294
"5554",351,6622
"5557",2534,7297
"5560",2064,5747
"5561",5624,5627
"5563",140901,658
"5564",4067,6622
"5572",332,3320
"5574",695,79837
"5577",25,5591
"5579",3702,5478
"5583",6261,801
"5588",10499,196
"5589",3066,7153
"5591",7153,7157
"5593",4792,8841
"5594",4312,4316
"5595",2099,5914
"5598",3486,354
"5599",3350,3352
"5601",10013,7277
"5607",142,4790
"5613",3320,4215
"5622",5591,836
"5627",142,5111
"5631",5054,5340
"5636",238,3718
"5637",567,811
"5638",11200,83942
"5639",7048,983
"5642",3643,6777
"5644",328,5111
"5648",4215,4792
"5650",6093,836
"5651",6258,7067
"5655",4145,4914
"5656",3716,7006
"5658",2260,4313
"5661",5608,9344
"5664",5916,6258
"5668",1147,6714
"5670",2048,2904
"5673",29110,3551
"5678",4916,5594
"5679",1147,3326
"5683",142,834
"5688",5241,8648
"5689",1459,5058
"5694",5595,5979
"5697",135,1813
"5705",1263,5594
"5709",56479,6714
"5710",27,3055
"5711",207,8600
"5713",695,8396
"5717",4067,5747
"5718",1901,5159
"5719",7068,90
"5721",5062,8569
"5722",7150,836
"5726",3932,5290
"5727",6548,9448
"5730",147,5578
"5734",2890,2898
"5738",5597,7514
"5740",4792,8600
"5746",3320,8737
"5748",134,1812
"5751",5578,5590
"5755",3320,5610
"5757",3708,596
"5758",2534,5894
"5764",2147,5054
"5767",7046,83942
"5772",5879,60
"5775",5590,840
"5777",10461,659
"5782",2147,5624
"5783",2241,3716
"5785",1003,1969
"5788",10728,3320
"5790",2908,6777
"5791",5465,5580
"5794",116443,2904
"5797",6777,7010
"5798",302,4216
"5801",10988,5595
"5802",7277,9344
"5803",5587,695
"5807",142,596
"5820",308,3791
"5821",1452,7046
"5822",4638,801
"5824",2242,3718
"5832",2908,8648
"5833",15,2147
"5835",10499,3091
"5836",5291,5581
"5844",2155,2158
"5845",2099,2872
"5846",3320,4306
"5848",1147,5588
"5849",2906,5579
"5851",3643,5894
"5856",558,6714
"5865",10499,2103
"5872",25,7157
"5874",3312,4137
"5876",3480,3716
"5879",3932,5747
"5881",5579,695
"5884",3320,801
"5887",1956,5587
"5888",1022,7421
"5889",5058,90
"5894",4137,840
"5899",3055,59341
"5906",598,834
"5908",801,8536
"5909",10733,7006
"5911",6257,8648
"5914",4790,6256
"5917",1432,27347
"5918",2147,2149
"5920",2554,5582
"5923",5599,8600
"5924",2561,3350
"5925",10298,3685
"5927",3091,7157
"5929",3643,5747
"5931",208,2492
"5932",595,7068
"5934",1457,5058
"5935",2099,3480
"5937",6256,7068
"5938",3768,8573
"5939",4137,5585
"5941",10728,2099
"5948",190,2099
"5950",1813,6755
"5952",6261,818
"5956",4067,60
"5957",10298,3984
"5958",2099,6256
"5959",2534,7294
"5963",5128,7046
"5964",3654,5599
"5970",4296,7786
"5972",2534,3702
"5976",100,135
"5979",5916,8648
"5980",2904,6714
"5988",10376,2534
"5989",7010,7075
"5990",57144,5879
"5994",4137,7277
"5995",5747,660
"5997",53904,7046
"5998",10062,8648
"6001",3553,834
"6007",10746,5599
"6010",2185,4216
"6013",1025,27148
"6018",2321,7525
"6019",1956,1969
"6021",6258,7421
"6023",5241,6714
"6027",10499,2908
"6031",2099,2100
"6034",2100,2872
"6035",1956,2241
"6037",6548,760
"6039",6257,7376
"6042",1003,3791
"6050",3356,6197
"6053",5159,5747
"6070",190,2100
"6073",2100,3932
"6075",2099,367
"6077",1786,3066
"6079",572,6622
"6080",2185,3716
"6083",3312,54205
"6084",2534,6850
"6085",4137,836
"6087",147,148
"6088",5594,9149
"6093",3306,4215
"6094",5595,8600
"6095",2048,6714
"6097",2534,5581
"6098",4067,5591
"6106",4057,801
"6107",154,4985
"6109",1432,5979
"6114",6257,8856
"6118",10746,5586
"6125",150,153
"6128",4638,5062
"6129",10013,79885
"6136",3480,3486
"6137",3320,7157
"6139",1131,1452
"6141",19,3984
"6144",2048,27
"6147",5590,695
"6152",5347,5693
"6154",5598,5894
"6156",1950,2064
"6158",2906,5605
"6159",207,2146
"6166",5879,840
"6167",1432,5599
"6168",1147,3320
"6169",5584,57787
"6172",5321,836
"6175",5894,6788
"6176",5580,5595
"6177",1460,9221
"6179",2064,7184
"6181",7514,8678
"6183",23621,351
"6187",25,5062
"6192",5747,6850
"6194",2043,2264
"6195",3309,3359
"6196",1956,2099
"6197",5291,5580
"6198",1460,7155
"6199",2534,4915
"6200",2159,5627
"6201",5587,5599
"6203",1268,4233
"6207",203068,7846
"6214",367,4790
"6219",2104,801
"6226",1613,5590
"6238",4137,801
"6242",11184,4067
"6243",1812,2902
"6244",203068,4294
"6245",1432,6334
"6248",7157,890
"6251",2064,3717
"6252",5058,7048
"6253",2280,6261
"6254",1514,3486
"6255",25,4137
"6257",2906,4133
"6265",5594,6197
"6267",3357,4842
"6268",351,43
"6269",5894,596
"6270",11183,25
"6271",4137,57787
"6274",10728,5610
"6277",10376,4609
"6278",23604,815
"6279",2246,6284
"6280",5595,6850
"6281",23604,7046
"6285",23450,3055
"6287",203068,4130
"6288",2246,2264
"6289",51311,695
"6290",3055,60
"6293",5467,6714
"6295",6788,836
"6297",203068,57787
"6298",1436,2534
"6300",4318,5340
"6301",2903,8573
"6302",1234,7294
"6303",3055,695
"6304",3065,5947
"6307",135,9266
"6308",2046,2534
"6313",613,640
"6314",29110,4792
"6315",100,134
"6319",5327,811
"6320",59341,6714
"6322",11331,2099
"6323",10280,3710
"6325",5581,5594
"6326",10499,5468
"6328",3785,5578
"6331",154,3643
"6333",112398,3091
"6334",203068,2099
"6337",3791,660
"6339",4322,4323
"6341",2149,5340
"6344",1457,2246
"6345",2147,2158
"6357",9734,9759
"6358",5062,5594
"6360",3654,8767
"6377",328,5423
"6378",595,7067
"6379",3551,4296
"6383",2534,7535
"6384",1021,5111
"6385",3709,5566
"6389",3551,5610
"6392",2902,801
"6394",203068,9344
"6397",3932,558
"6398",2890,2893
"6402",2064,2099
"6404",3815,4145
"6412",5590,5594
"6418",3320,3654
"6419",6850,7277
"6425",5590,5604
"6430",3717,7006
"6433",51564,8841
"6439",2048,5747
"6444",367,811
"6447",7465,836
"6449",3717,4067
"6452",5879,836
"6459",1956,5159
"6462",598,8678
"6464",1459,2246
"6465",2099,4790
"6473",2064,3320
"6477",2185,2261
"6480",7046,8814
"6485",5585,5608
"6492",2932,5590
"6493",4792,5584
"6494",4843,60
"6495",225689,6714
"6496",3984,659
"6497",2185,5170
"6499",1956,5058
"6507",5468,6256
"6508",4314,5054
"6510",1025,367
"6511",4233,836
"6514",207,3320
"6519",5600,8841
"6522",4233,6714
"6524",2492,7150
"6534",225689,2908
"6535",3984,9113
"6538",2280,3708
"6539",5590,5607
"6544",27,613
"6545",801,84254
"6547",3643,375
"6549",3690,3791
"6550",4638,818
"6551",1508,5972
"6552",3486,6256
"6553",5327,5594
"6557",5580,5594
"6558",2099,2101
"6559",23678,2932
"6560",1051,1956
"6568",4139,9891
"6570",3717,6777
"6574",3758,5580
"6576",1452,60
"6578",598,6622
"6579",10062,5465
"6582",207,5586
"6584",3326,9641
"6589",25,6098
"6592",1051,9221
"6593",836,8654
"6595",5731,5733
"6601",3306,983
"6602",2100,5600
"6604",1956,819
"6606",4985,4986
"6608",5581,695
"6609",2185,6513
"6610",25,351
"6616",3480,5587
"6619",5581,6714
"6620",1956,5566
"6622",5159,5610
"6624",3717,613
"6633",2146,3065
"6640",1445,5747
"6646",2147,5328
"6647",658,9943
"6648",2534,7277
"6649",1147,5579
"6657",4067,983
"6660",1815,2554
"6663",7046,90
"6668",302,5327
"6671",2903,815
"6673",5582,57787
"6675",1459,4609
"6676",7067,8648
"6677",5743,7157
"6679",6714,7294
"6682",6622,9479
"6683",5058,834
"6685",1147,7157
"6687",7046,9943
"6691",1445,154
"6694",3065,5111
"6696",155,6714
"6697",2099,3326
"6698",5465,6256
"6704",4609,5598
"6712",5595,7155
"6717",552,5578
"6720",60,6462
"6721",3065,7153
"6722",1234,5747
"6725",203068,7535
"6728",4216,5879
"6731",5581,5595
"6734",3791,7422
"6737",190,367
"6740",4215,5607
"6742",3350,3351
"6745",154,5580
"6748",1956,5747
"6750",3643,6714
"6751",142,5914
"6755",10114,367
"6757",5058,660
"6758",10376,2099
"6763",2185,4145
"6764",2064,5058
"6765",7155,7157
"6767",3785,801
"6769",1816,2566
"6772",4316,8600
"6777",2903,5578
"6779",367,840
"6780",5156,6777
"6782",5590,836
"6793",1956,4067
"6800",57144,572
"6801",5465,8648
"6802",6751,6755
"6806",476,5595
"6809",2902,2903
"6814",2185,5580
"6817",5159,7297
"6819",5590,5595
"6821",10382,659
"6824",1956,7277
"6831",3815,6777
"6838",4791,4792
"6841",2908,5894
"6842",2242,3717
"6843",3984,3985
"6845",1460,5590
"6848",7442,801
"6851",1021,367
"6854",5327,5340
"6855",2932,5747
"6857",4609,983
"6859",3486,4313
"6861",6257,7067
"6867",10499,2099
"6868",4790,8648
"6869",5136,801
"6873",5054,5327
"6877",3685,5156
"6878",146,148
"6879",5888,836
"6883",1432,9149
"6885",367,595
"6886",2902,5605
"6890",3312,3717
"6891",4296,5879
"6893",4486,6714
"6895",207,5058
"6901",2048,25
"6902",2321,2534
"6905",10298,2263
"6907",3356,4916
"6910",7048,83942
"6911",4609,51807
"6913",4988,801
"6914",2081,3320
"6919",2064,3105
"6920",3717,3815
"6921",3066,5947
"6924",3690,5029
"6927",3761,8573
"6932",7277,7416
"6933",5603,5608
"6935",2099,801
"6936",57787,9891
"6939",658,7046
"6940",5327,5595
"6941",5321,834
"6942",5594,6622
"6945",2891,5578
"6958",5627,7301
"6964",1460,7157
"6965",2100,8648
"6974",1457,7184
"6976",3717,5159
"6981",1234,3717
"6982",10014,4791
"6984",3932,59341
"6986",4914,5595
"6987",10376,50488
"6988",4296,5871
"6989",1956,818
"6994",3685,4313
"6995",1147,5591
"6997",3643,3645
"7003",7514,8841
"7007",2908,4306
"7008",367,834
"7010",4216,5603
"7011",3717,5894
"7012",5289,801
"7016",3551,4215
"7017",51564,5467
"7020",658,659
"7021",1508,5328
"7023",2268,6622
"7026",598,7416
"7029",11331,207
"7036",6256,8856
"7037",1445,3480
"7039",6531,6622
"7040",2534,7278
"7042",3791,7525
"7048",1956,476
"7049",196,3320
"7053",4543,4544
"7055",2903,816
"7056",5468,6258
"7058",2906,5581
"7061",6256,7421
"7064",1956,834
"7065",3320,6714
"7068",10856,9759
"7069",5607,572
"7073",3643,3717
"7075",207,3690
"7077",5321,8550
"7079",3320,5170
"7084",3716,5156
"7090",2890,3309
"7093",7153,7514
"7094",6513,811
"7095",3716,5590
"7097",3356,4130
"7098",2908,3320
"7100",2904,817
"7101",1147,7046
"7103",100,136
"7104",196,2099
"7108",4067,5294
"7109",3065,328
"7118",3091,8648
"7124",1019,332
"7130",4137,4139
"7132",5029,6714
"7133",4609,7846
"7134",4609,5595
"7137",5058,658
"7138",3553,4313
"7140",5594,5599
"7144",2902,5327
"7145",196,7514
"7147",176,4313
"7149",596,836
"7153",3690,5156
"7158",2099,5594
"7159",3702,660
"7160",4638,5058
"7162",5594,596
"7163",11184,6850
"7164",4842,815
"7165",2904,5579
"7167",5594,5605
"7169",5594,7157
"7170",207,673
"7171",3643,5580
"7172",1022,983
"7173",1263,7157
"7175",5468,5594
"7177",5566,572
"7178",2893,5566
"7179",2931,5579
"7181",25,695
"7185",5598,6256
"7186",5170,5586
"7187",1459,6571
"7189",1457,4609
"7191",2534,2903
"7192",5610,7157
"7193",2099,3932
"7195",572,6195
"7197",3815,3932
"7198",3055,613
"7199",5747,6714
"7200",2908,5591
"7201",5594,8569
"7203",5465,5578
"7205",4842,8536
"7206",5580,5894
"7210",1901,207
"7213",3791,6714
"7214",5894,6714
"7217",3708,983
"7219",207,5591
"7220",1445,6714
"7222",5578,5894
"7223",1452,6571
"7224",660,695
"7225",207,5894
"7226",5566,595
"7228",1111,207
"7230",27347,5588
"7231",1460,983
"7233",2099,5566
"7234",2534,3815
"7235",5058,572
"7236",2099,5058
"7237",5594,8648
"7238",5600,596
"7239",5595,5605
"7240",5566,9221
"7241",5601,7157
"7243",2185,6714
"7244",2932,595
"7245",5582,9266
"7247",5170,5585
"7248",3702,3932
"7249",3716,7297
"7250",6790,7157
"7251",572,5894
"7252",207,2099
"7253",7153,983
"7255",332,983
"7257",1457,328
"7259",5602,7157
"7260",3643,5578
"7261",1080,5581
"7262",1956,6777
"7263",3708,5566
"7265",1147,3551
"7266",3932,5580
"7267",3551,4790
"7269",6622,6850
"7270",3757,5566
"7275",2908,5594
"7277",5590,5894
"7278",1827,4215
"7279",1956,5578
"7280",1025,7157
"7281",23678,5170
"7284",2931,5582
"7287",1459,3320
"7288",5599,9479
"7289",3932,5588
"7290",7465,983
"7293",4067,5580
"7294",25,3055
"7295",1459,801
"7297",5058,5594
"7298",5587,6714
"7300",2932,351
"7301",5584,6714
"7302",5595,5604
"7304",3690,5170
"7305",1017,1022
"7306",2902,5581
"7308",41,5566
"7310",4134,983
"7311",25,7535
"7316",2534,3708
"7317",3984,6093
"7318",5581,5587
"7321",4215,5566
"7324",1457,7153
"7326",5591,7157
"7327",2932,4609
"7328",5566,6790
"7332",3055,3815
"7333",5594,8550
"7334",5604,5894
"7335",4985,5578
"7337",4067,6850
"7338",25,983
"7339",207,4486
"7340",1445,5566
"7341",5156,5159
"7342",4638,5595
"7344",208,2099
"7345",5058,5604
"7347",1147,4791
"7353",4133,5566
"7354",25,472
"7355",1457,8841
"7358",3320,5591
"7359",1147,208
"7361",5170,6714
"7362",5595,596
"7363",2268,5747
"7364",5594,673
"7365",5566,55869
"7366",1017,7157
"7367",1457,3066
"7370",2534,4133
"7372",3480,6714
"7374",302,6714
"7378",5599,596
"7379",1432,5604
"7381",1457,983
"7383",4985,5581
"7385",10014,5587
"7386",695,7006
"7388",1956,6714
"7389",5747,6093
"7390",2534,2904
"7392",5579,9266
"7393",4067,4145
"7394",2931,5590
"7395",5604,673
"7396",2893,5578
"7398",5578,596
"7399",1432,6548
"7400",3643,801
"7401",10019,7535
"7403",5321,8569
"7404",1080,5562
"7405",4790,5566
"7406",1956,5580
"7412",3815,4067
"7413",472,5591
"7414",5582,7153
"7415",4067,695
"7416",207,2931
"7417",1452,7157
"7420",1459,6622
"7426",4134,57787
"7429",1445,2534
"7433",2931,5580
"7435",2242,613
"7437",5465,5595
"7439",15,5566
"7440",2890,5566
"7442",2099,6197
"7444",3105,6714
"7446",4609,5894
"7447",1459,3065
"7449",2185,5747
"7450",5566,6514
"7451",1051,815
"7452",1457,5241
"7453",5581,5894
"7454",5595,5606
"7456",5562,5894
"7457",1612,5594
"7458",2931,5566
"7461",6850,695
"7465",2566,5579
"7468",2099,6195
"7472",1457,7465
"7474",1457,19
"7476",2561,5579
"7479",5579,7153
"7480",1457,7150
"7481",1147,4790
"7482",5159,6714
"7484",6714,6777
"7486",1051,5594
"7487",2566,5578
"7488",5595,7157
"7490",25,2876
"7491",2932,4790
"7493",2893,5582
"7495",1457,801
"7499",5063,5894
"7500",1432,8569
"7501",2534,5159
"7502",1051,6195
"7504",1017,7465
"7505",3551,6714
"7506",3815,7525
"7507",5465,5594
"7512",5578,7153
"7515",2011,2932
"7517",301,6714
"7519",302,5579
"7520",1459,3066
"7521",5170,5566
"7522",25,5888
"7523",5170,6195
"7524",3932,5594
"7525",1457,7421
"7528",25,3717
"7529",10019,3932
"7531",2902,5582
"7532",5594,6256
"7533",5601,8550
"7534",5468,5599
"7538",5599,598
"7539",5566,6714
"7540",1432,5606
"7541",1956,5594
"7542",301,5584
"7543",10014,8536
"7544",1080,5578
"7545",4792,5610
"7548",5170,5581
"7549",207,572
"7550",2185,6622
"7553",1111,472
"7554",1147,207
"7558",2932,5566
"7559",150,5580
"7560",207,3654
"7561",1051,5595
"7563",5140,5566
"7564",2904,815
"7565",5595,6195
"7566",1956,801
"7568",207,4296
"7569",3717,3718
"7574",1445,4067
"7576",4921,6714
"7577",1457,6571
"7579",5599,572
"7580",472,7157
"7583",1457,6622
"7584",367,5594
"7586",3932,4792
"7587",2185,6850
"7588",367,983
"7589",3932,5595
"7592",5566,5894
"7594",5595,5894
"7597",1432,596
"7598",302,5578
"7599",25,613
"7600",4137,983
"7601",1956,815
"7602",1432,2099
"7605",1457,7157
"7606",1457,4792
"7608",572,6197
"7609",5594,6548
"7611",2904,5582
"7612",2908,5599
"7615",4792,6195
"7616",207,6714
"7619",5062,6714
"7620",2534,6622
"7622",1445,3932
"7624",4842,5566
"7625",5170,5580
"7627",207,9261
"7628",5979,6714
"7632",3702,695
"7637",3932,5566
"7639",3815,5578
"7644",25,27
"7645",240,9261
"7646",1445,2268
"7650",2099,5595
"7652",1956,301
"7653",2904,5578
"7654",5578,6850
"7655",3105,5578
"7657",3815,6714
"7658",9088,983
"7659",5347,9088
"7660",5170,5590
"7661",11200,472
"7662",1003,6714
"7664",7157,983
"7665",2931,5578
"7666",4067,59341
"7667",51564,5587
"7668",1432,5321
"7669",2902,5579
"7672",1956,5569
"7673",5170,6197
"7674",3761,5580
"7675",208,5170
"7676",5595,8569
"7677",2903,6714
"7679",3716,3718
"7680",207,5879
"7682",660,6714
"7685",1432,8550
"7686",1432,5608
"7687",1457,3320
"7688",4134,4139
"7691",6241,983
"7692",2890,818
"7694",5599,7157
"7695",4638,6714
"7696",3984,5058
"7697",5566,673
"7698",5594,6195
"7699",5127,5566
"7702",3551,5590
"7704",2324,3791
"7705",1457,3486
"7706",1022,5914
"7707",4609,5599
"7708",5578,7157
"7709",4792,6714
"7710",5595,6197
"7711",25,5587
"7712",1080,5566
"7714",5058,5170
"7715",1457,3065
"7717",11200,1263
"7718",4985,5580
"7720",5594,5604
"7731",1543,3292
"7743",124,8639
"7753",1588,438
"7754",1644,3176
"7762",1543,412
"7775",1374,2182
"7783",1719,7298
"7798",1586,6716
"7815",1544,6716
"7816",3292,412
"7836",124,217
"7840",126,217
"7854",2977,5142
"7882",1557,6715
"7893",1543,1595
"7910",1544,5743
"7912",10327,231
"7940",1544,412
"7960",1557,412
"7962",2595,8972
"7972",1544,3620
"7973",124,231
"7977",1557,5743
"7979",1557,3292
"7995",3156,3418
"7998",1595,5742
"8005",126,231
"8006",1545,5743
"8014",1545,438
"8038",1545,1557
"8067",125,26
"8069",412,6820
"8083",1544,1588
"8114",2977,5145
"8143",1557,6716
"8170",125,8639
"8180",2977,5152
"8191",1806,1890
"8193",10327,125
"8203",3294,6716
"8211",1586,3292
"8219",217,438
"8247",1588,3294
"8249",124,26
"8251",1557,5742
"8255",2876,2936
"8264",1545,5742
"8269",3292,3294
"8280",1595,6715
"8283",1595,412
"8286",27306,5742
"8298",2977,8654
"8305",1545,3620
"8343",22978,7298
"8348",6240,7296
"8354",1890,4860
"8357",1543,1557
"8366",10846,2977
"8374",1595,438
"8379",1595,5743
"8380",2182,2194
"8383",2977,5144
"8389",1543,5743
"8394",217,3939
"8423",2977,5136
"8428",126,26
"8456",2977,5153
"8466",125,217
"8478",1595,3620
"8505",1543,438
"8532",26,8288
"8534",1544,1595
"8564",1545,3292
"8584",1586,6715
"8618",3620,438
"8639",1543,1586
"8653",1543,5742
"8666",1586,1588
"8675",1719,2356
"8678",2977,5137
"8692",22978,3615
"8694",1545,6716
"8715",1544,1545
"8716",1545,1595
"8718",2977,5150
"8738",2876,6647
"8744",1586,3294
"8745",1644,26
"8767",1544,3292
"8770",1644,7299
"8797",5406,8513
"8799",2977,5158
"8818",1557,3620
"8840",26,8639
"8847",1543,6715
"8862",1557,1586
"8867",15,438
"8880",3292,6715
"8885",1543,6716
"8910",1557,1595
"8912",1644,8639
"8938",2977,5146
"8939",3176,8639
"8946",10327,124
"8947",5167,55312
"8951",2977,5143
"8957",1588,1595
"8960",1374,2194
"8962",22978,4860
"8964",1588,3620
"8970",2977,5138
"8972",3294,6715
"8979",22978,3614
"8984",217,8639
"8988",1545,6715
"8995",1545,1586
"9010",2977,5151
"9050",1545,3294
"9062",1595,3292
"9068",2110,4731
"9118",1543,1588
"9130",2977,5141
"9152",3292,6716
"9154",1557,1588
"9173",4837,4860
"9176",1544,3294
"9178",3294,412
"9210",26,4353
"9243",2977,5139
"9253",1545,412
"9256",2356,7298
"9270",1644,3620
"9274",1586,1595
"9302",2977,8622
"9305",1588,5742
"9307",3251,4860
"9312",1544,438
"9335",1557,438
"9346",126,8639
