"","Pubchem.Compound.ID","entrezID"
"2373",3373,2563
"2374",3373,2564
"2375",3373,2565
"2376",3373,2566
"2377",3373,2567
"2378",3373,2568
"2379",3373,55879
"2389",3385,7298
"2416",3394,5742
"2417",3394,5743
"2421",3397,367
"2422",3397,196
"2423",3397,8856
"2426",3406,124
"2427",3406,125
"2428",3406,126
"2438",3446,781
"2439",3446,9254
"2440",3446,774
"2441",3446,774
"2442",3446,134
"2443",3446,3786
"2444",3446,56479
"2452",3463,5465
"2453",3463,10599
"2454",3463,9376
"2455",3463,11309
"2456",3463,28234
"2461",3475,6833
"2462",3475,7422
"2463",3476,3767
"2464",3476,3758
"2465",3476,6833
"2466",3478,6833
"2467",3478,5468
"2495",3503,598
"2604",3637,5033
"2605",3637,8639
"2606",3637,3091
"2607",3639,6559
"2608",3639,3778
"2617",3652,51284
"2618",3652,54106
"2619",3657,6240
"2692",3702,6559
"2698",3715,5742
"2699",3715,5743
"2700",3715,5320
"2701",3715,145482
"2702",3715,5468
"2703",3715,2739
"2704",3715,11251
"2705",3715,5465
"2706",3715,8644
"2753",3767,1558
"2754",3767,1544
"2755",3767,1576
"2756",3767,1557
"2842",3825,5742
"2843",3825,5743
"2844",3825,3577
"2845",3826,5743
"2846",3826,5742
"2847",3827,3269
"2848",3827,5226
"2856",3878,777
"2857",3878,6326
"2858",3878,134
"2859",3878,135
"2860",3878,148
"2861",3878,150
"2862",3878,153
"2863",3878,1812
"2864",3878,1816
"2865",3878,1813
"2866",3878,2554
"2867",3878,2555
"2868",3878,2556
"2869",3878,2557
"2870",3878,2558
"2871",3878,2559
"2872",3878,2560
"2873",3878,2561
"2874",3878,2562
"2875",3878,2563
"2876",3878,2564
"2877",3878,2565
"2878",3878,2566
"2879",3878,2567
"2880",3878,2568
"2881",3878,55879
"2882",3878,2554
"2883",3878,2555
"2884",3878,2556
"2885",3878,2557
"2886",3878,2558
"2887",3878,2559
"2888",3878,2565
"2889",3878,2566
"2890",3878,2567
"2891",3878,3269
"2892",3878,4986
"2893",3878,1128
"2894",3878,1129
"2895",3878,1131
"2896",3878,1132
"2897",3878,1133
"2898",3878,3356
"2899",3878,3359
"2900",3883,495
"2901",3883,4137
"2902",3885,5949
"2924",3899,1723
"2925",3899,196
"2926",3899,2185
"2927",3902,1588
"2928",3922,6257
"2932",3950,81551
"2996",3973,5292
"2997",3973,5294
"2999",3994,55869
"3002",4008,775
"3003",4008,776
"3004",4008,778
"3005",4008,779
"3006",4008,782
"3007",4008,783
"3008",4008,784
"3009",4008,785
"3010",4008,773
"3011",4008,8913
"3012",4008,8912
"3013",4008,8911
"3014",4011,6530
"3015",4011,1128
"3016",4011,3269
"3017",4011,1129
"3018",4011,1131
"3019",4011,1132
"3020",4011,1133
"3021",4011,148
"3022",4011,147
"3023",4011,146
"3024",4011,3356
"3025",4011,3358
"3026",4011,3363
"3027",4011,1813
"3028",4011,150
"3029",4011,151
"3030",4011,152
"3035",4030,7846
"3036",4030,10383
"3084",4055,2677
"3085",4055,79001
"3086",4055,154807
"3087",4055,2147
"3088",4055,2155
"3089",4055,2158
"3090",4055,2159
"3091",4055,5624
"3092",4055,5627
"3093",4055,8858
"3094",4055,4835
"3095",4055,1728
"3096",4055,632
"3152",4091,5564
"3153",4091,2110
"3154",4091,2819
"3230",4122,27306
"3262",4170,6559
"3318",4197,5139
"3328",4201,5742
"3329",4201,3758
"3330",4201,5972
"3331",4205,150
"3332",4205,3269
"3333",4205,3356
"3334",4205,3358
"3335",4205,4986
"3337",4205,148
"3338",4205,147
"3339",4205,146
"3340",4211,2230
"3341",4211,1584
"3342",4211,2099
"3343",4211,5241
"3344",4211,367
"3345",4212,7153
"3453",4493,367
"3460",4495,5743
"3461",4495,30814
"3462",4495,4057
"3517",4539,7153
"3550",4566,890
"3551",4566,1017
"3556",4583,7153
"3557",4585,3356
"3558",4585,1813
"3559",4585,1812
"3560",4585,1816
"3561",4585,1815
"3562",4585,3358
"3563",4585,1814
"3564",4585,3359
"3565",4585,3362
"3566",4585,3269
"3567",4585,148
"3568",4585,147
"3569",4585,1128
"3570",4585,1129
"3571",4585,1131
"3572",4585,1132
"3573",4585,1812
"3574",4585,1816
"3575",4585,153
"3576",4585,154
"3577",4585,155
"3578",4585,3350
"3579",4585,3351
"3580",4585,3352
"3581",4585,3354
"3582",4585,3355
"3583",4585,2554
"3584",4585,2555
"3585",4585,2556
"3586",4585,2557
"3587",4585,2558
"3588",4585,2559
"3589",4585,2565
"3590",4585,2566
"3591",4585,2567
"3596",4594,495
"3597",4594,196
"3648",4622,10383
"3660",4636,150
"3661",4636,148
"3662",4636,152
"3663",4636,151
"3664",4636,147
"3665",4636,146
"3678",4679,495
"3679",4679,23576
"3685",4708,6714
"3686",4708,1956
"3730",4746,1374
"3731",4746,1376
"3732",4746,3757
"3790",4810,150
"3791",4810,11188
"3891",4909,2554
"3892",4909,2555
"3893",4909,2556
"3894",4909,2557
"3895",4909,2558
"3896",4909,2559
"3897",4909,1137
"3898",4909,1139
"3899",4909,2891
"3900",4909,2898
"3901",4909,2554
"3902",4909,2555
"3903",4909,2556
"3904",4909,2557
"3905",4909,2558
"3906",4909,2559
"3907",4909,2560
"3908",4909,2561
"3909",4909,2562
"3910",4909,2563
"3911",4909,2564
"3912",4909,2565
"3913",4909,2566
"3914",4909,2567
"3915",4909,2568
"3916",4909,55879
"3922",4912,19
"3923",4912,1066
"3991",4935,6336
"4014",4943,2561
"4015",4943,2562
"4016",4943,6329
"4017",4943,6326
"4018",4943,2554
"4019",4943,2555
"4020",4943,2556
"4021",4943,2557
"4022",4943,2558
"4023",4943,2559
"4024",4943,2560
"4025",4943,2561
"4026",4943,2562
"4027",4943,2563
"4028",4943,2564
"4029",4943,2565
"4030",4943,2566
"4031",4943,2567
"4032",4943,2568
"4033",4943,55879
"4047",4993,1719
"4049",4993,3074
"4114",5070,6331
"4115",5070,23657
"4136",5090,5743
"4137",5090,2006
"4138",5092,5142
"4139",5092,5144
"4228",5210,6530
"4229",5210,6532
"4230",5210,6531
"4239",5253,3757
"4240",5253,153
"4241",5253,154
"4244",5291,613
"4245",5291,3815
"4246",5291,5979
"4247",5291,4914
"4248",5291,1436
"4249",5291,5156
"4250",5291,780
"4251",5291,25
"4252",5291,5159
"4253",5311,55869
"4254",5311,3065
"4255",5311,3066
"4256",5311,8841
"4257",5311,10013
"4294",5361,5029
"4295",5361,23408
"4296",5361,2492
"4297",5361,6261
"4298",5361,2147
"4299",5361,5320
"4305",5381,6257
"4306",5381,5916
"4307",5381,5915
"4308",5381,5914
"4309",5386,7298
"4405",5426,51185
"4406",5426,7124
"4407",5426,4790
"4408",5426,2263
"4409",5426,5743
"4410",5426,5004
"4411",5426,5005
"4412",5429,134
"4413",5429,135
"4414",5429,5142
"4470",5482,1595
"4495",5526,5340
"4587",5560,6559
"4588",5560,476
"4589",5560,759
"4590",5560,760
"4591",5560,762
"4648",5583,1719
"4675",5591,5468
"4676",5591,5054
"4677",5591,2182
"4678",5591,2030
"4679",5591,2104
"4680",5591,2101
"4681",5591,5467
"4682",5591,5465
"4683",5591,2950
"4709",5717,10800
"4764",5743,2908
"4765",5743,190
"4766",5743,301
"4767",5743,4843
"4768",5743,8856
"4773",5745,2908
"4775",5754,2908
"4776",5754,301
"4777",5755,2908
"4778",5756,2099
"4779",5756,2100
"4780",5756,6462
"4781",5757,2099
"4782",5757,2100
"4783",5757,8856
"4784",5757,1137
"4785",5757,10499
"4786",5757,2852
"4788",5757,8678
"4789",5757,3294
"4790",5757,2104
"4794",5770,6571
"4795",5770,6570
"4796",5770,332
"4812",5790,7298
"4816",5816,148
"4817",5816,147
"4818",5816,153
"4819",5816,150
"4820",5816,154
"4821",5816,151
"4822",5816,146
"4823",5816,7124
"4824",5819,7068
"4825",5819,7067
"4826",5819,3685
"4827",5819,3690
"4877",5834,2908
"4896",5865,2908
"4897",5870,2099
"4898",5870,2100
"4899",5870,367
"4900",5870,1588
"4901",5870,6462
"4903",5878,367
"4908",5881,2099
"4909",5881,2100
"4910",5881,2554
"4911",5881,2555
"4912",5881,2556
"4913",5881,2557
"4914",5881,2558
"4915",5881,2559
"4916",5881,2560
"4917",5881,2561
"4918",5881,2562
"4919",5881,2563
"4920",5881,2564
"4921",5881,2565
"4922",5881,2566
"4923",5881,2567
"4924",5881,2568
"4925",5881,55879
"4926",5881,2902
"4927",5881,2903
"4928",5881,2904
"4929",5881,2905
"4930",5881,2906
"4931",5881,116443
"4932",5881,116444
"4933",5881,367
"4934",5881,3292
"4935",5881,6822
"4936",5881,6820
"4937",5881,5465
"4938",5881,10280
"4939",5881,8856
"4940",5881,9970
"4967",5944,196
"5066",5978,203068
"5067",5978,7277
"5090",5991,2099
"5091",5991,8856
"5092",5991,6462
"5093",5994,5241
"5094",5994,2099
"5095",5994,4306
"5096",5994,1586
"5097",5994,4986
"5098",5994,5004
"5099",5994,2908
"5100",5994,367
"5101",5994,6462
"5102",5994,2100
"5133",6018,6571
"5134",6018,1813
"5163",6029,11157
"5200",6047,1812
"5201",6047,1816
"5202",6047,1813
"5203",6047,1814
"5204",6047,1815
"5242",6099,2977
"5243",6099,4842
"5287",6172,1129
"5288",6172,43
"5289",6172,1135
"5290",6172,1128
"5291",6172,1133
"5292",6175,7371
"5302",6215,2908
"5303",6215,301
"5304",6215,302
"5305",6215,306
"5306",6215,307
"5307",6215,308
"5325",6253,5423
"5326",6256,7298
"5351",6279,5241
"5352",6279,2099
"5353",6279,5243
"5354",6279,2554
"5355",6279,2555
"5356",6279,2556
"5357",6279,2557
"5358",6279,2558
"5359",6279,2559
"5360",6279,2560
"5361",6279,2561
"5362",6279,2562
"5363",6279,2563
"5364",6279,2564
"5365",6279,2565
"5366",6279,2566
"5367",6279,2567
"5368",6279,2568
"5369",6279,55879
"5376",6291,2099
"5474",6741,2908
"5475",6741,301
"5539",7172,148
"5540",7172,147
"5541",7172,146
"5593",7638,7299
"5706",8515,5602
"5707",8515,9479
"5708",8515,5599
"5709",8515,7272
"5732",8617,567
"5733",8617,28755
"5734",8617,28639
"5735",8617,3105
"5765",8955,6820
"5766",8955,8856
"5767",8969,150
"5768",8969,152
"5769",8969,151
"5770",8969,3350
"5771",8969,3351
"5772",8969,3352
"5773",8969,1813
"5774",8969,1814
"5775",8969,3356
"5776",8969,3358
"5777",8969,3758
"5778",8969,3766
"5779",8969,3767
"5780",8969,3768
"5781",8969,3770
"5782",8969,3772
"5783",8969,3764
"5784",8969,3357
"5896",9433,5139
"5897",9433,134
"5898",9433,140
"5899",9433,3066
"5900",9444,1786
"5909",9642,2908
"5910",9642,6608
"5952",9782,2908
"5958",9880,367
"5959",9880,354
"5985",10133,9971
"5986",10133,8856
"5987",10133,151306
"5988",10133,1646
"5989",10168,10062
"5990",10168,7376
"5991",10168,240
"5992",10180,7153
"5993",10180,7150
"5994",10180,328
"5997",10235,1137
"5998",10235,1139
"5999",10235,1136
"6000",10235,8973
"6001",10235,1141
"6040",10607,7153
"6041",10607,7277
"6042",10607,203068
"6043",10621,9212
"6161",11683,5241
"6162",11683,2908
"6172",12035,2937
"6173",12035,23657
"6174",12035,95
"6175",12035,3551
"6176",12035,1147
"6177",12035,2904
"6178",12035,2902
"6179",12035,2903
"6180",12035,2906
"6181",12035,116443
"6199",12560,3757
"6200",12560,2862
"6211",13109,5241
"6212",13109,6715
"6213",13109,2099
"6214",13109,367
"6215",13109,6462
"6216",13109,2908
"6395",16231,6337
"6396",16231,6338
"6397",16231,6340
"6398",16231,6339
"6399",16231,26
"6400",16231,40
"6401",16231,41
"6402",16231,6548
"6403",16231,5328
"6517",19910,10988
"6519",20279,6240
"6520",20279,6241
"6521",20279,50484
"6522",20279,5422
"6523",20279,5426
"6524",20279,5427
"6525",20279,54107
"6526",20279,56655
"6527",20279,4860
"6897",24360,7150
"6961",25249,367
"7010",27400,1128
"7011",27400,1129
"7012",27400,1131
"7013",27400,3356
"7014",27400,3357
"7015",27400,3358
"7016",27400,3350
"7017",27400,3351
"7018",27400,3352
"7019",27400,3269
"7020",27400,148
"7021",27400,147
"7022",27400,146
"7023",27400,150
"7024",27400,151
"7025",27400,152
"7076",29327,6514
"7084",30323,7153
"7085",30323,7155
"7133",31401,1646
"7134",31401,9971
"7169",31703,7153
"7170",31703,9221
"7181",32798,2908
"7318",34359,1644
"7347",36314,81027
"7348",36314,596
"7349",36314,4134
"7350",36314,4133
"7351",36314,4137
"7352",36314,8856
"7353",36462,7153
"7354",36462,7155
"7371",37542,3614
"7373",37542,3615
"7375",37542,22978
"7376",37542,5167
"7401",38853,150
"7402",38853,1644
"7417",39562,3098
"7418",39562,1080
"7576",44259,3932
"7577",44259,2932
"7578",44259,1017
"7579",44259,5170
"7580",44259,5292
"7581",44259,7535
"7582",44259,5294
"7583",44259,6850
"7584",44259,3702
"7585",44259,1445
"7586",44259,9261
"7587",44259,5588
"7588",44259,1128
"7598",47528,10060
"7648",50515,7153
"7649",50515,7155
"7650",50942,5138
"7651",50942,135
"7652",50942,154
"7657",51081,7153
"7665",53232,3156
"7666",53232,3683
"7667",53232,3066
"7669",53359,231
"7670",53359,10327
"7671",53359,57016
"7677",54454,3156
"7678",54454,3683
"7679",54454,3066
"7724",55245,5241
"7725",55245,2908
"7726",55245,354
"7727",55245,8856
"7729",55283,1595
"7742",56959,6323
"7743",56959,6336
"7744",56959,11280
"7745",56959,6326
"7746",56959,6328
"7747",56959,6329
"7748",56959,6331
"7749",56959,6332
"7750",56959,6334
"7751",56959,6335
"7752",56959,6324
"7753",56959,6327
"7754",56959,55800
"7755",56959,6330
"7756",56959,3768
"7757",56959,3770
"7758",56959,3759
"7759",56959,3761
"7760",56959,775
"7761",56959,776
"7762",56959,778
"7763",56959,779
"7764",56959,782
"7765",56959,783
"7766",56959,784
"7767",56959,785
"7768",56959,148
"7769",56959,147
"7770",56959,146
"7771",56959,153
"7772",57030,1723
"7773",57363,6716
"7774",57363,6715
"7775",57363,6718
"7778",57469,51284
"7779",57469,51311
"7798",60164,5916
"7799",60164,5915
"7800",60164,6258
"7801",60164,6257
"7802",60164,5914
"7803",60164,6256
"7804",60164,5743
"7805",60198,1588
"7808",60464,7153
"7809",60490,240
"7811",60602,148
"7831",60750,6240
"7832",60750,7298
"7833",60750,51727
"7849",60795,3350
"7850",60795,1813
"7851",60795,3356
"7852",60795,148
"7853",60795,147
"7854",60795,1814
"7855",60795,3352
"7856",60795,3363
"7857",60795,150
"7858",60795,152
"7859",60795,3269
"7860",60795,3351
"7861",60795,3358
"7862",60795,3359
"7863",60795,3362
"7864",60795,1812
"7865",60795,1815
"7866",60795,151
"7867",60795,3354
"7868",60795,1816
"7869",60795,3357
"7870",60795,3361
"7871",60795,153
"7872",60795,154
"7873",60795,3274
"7874",60795,11255
"7875",60795,59340
"7876",60795,1128
"7877",60795,1129
"7878",60795,1131
"7879",60795,1132
"7880",60795,1133
"7881",60795,4986
"7882",60795,4988
"7883",60795,4985
"7884",60795,2902
"7885",60795,2903
"7886",60795,2904
"7887",60795,2905
"7888",60795,2906
"7889",60795,116443
"7890",60795,116444
"7891",60795,6531
"7892",60795,6532
"7906",60838,116447
"7907",60838,7150
"7951",60953,7298
"7952",60961,135
"7953",60961,136
"7954",60961,140
"7955",60961,134
"7991",62886,1135
"8092",64715,3156
"8206",65981,6833
"8207",65981,5468
"8208",65999,185
"8209",65999,5468
"8245",68712,150
"8250",68791,6240
"8251",68791,6241
"8281",68861,5241
"8282",68861,367
"8294",68873,5241
"8295",68873,4306
"8296",68873,367
"8297",68873,2908
"8365",71329,3757
"8366",71329,3776
"8367",71329,3768
"8393",71398,240
"8394",71398,6462
"8413",72172,4048
"8417",72271,5170
"8502",77999,5468
"8503",77999,2182
"8504",77999,5465
"8505",77999,5467
"8506",77999,6256
"8507",77999,6257
"8508",77999,6258
"8526",82146,6256
"8527",82146,6257
"8528",82146,6258
"8529",82148,3358
"8530",82148,4543
"8531",82148,4544
"8532",82153,2908
"8814",104758,7298
"8815",104758,2356
"8823",104842,7150
"8824",104850,1268
"8825",104850,9290
"8839",107778,7124
"8840",107807,1636
"8841",107807,6424
"8844",107971,217
"8849",108143,5915
"8850",108143,5914
"8856",110635,8654
"8857",110635,50940
"8886",115355,3242
"8897",119031,4312
"8898",119031,4313
"8899",119031,4314
"8900",119031,4316
"8901",119031,4317
"8902",119031,4318
"8903",119031,4319
"8904",119031,4320
"8905",119031,4321
"8906",119031,4322
"8907",119031,4323
"8908",119031,4324
"8909",119031,4325
"8910",119031,4326
"8911",119031,4327
"8912",119031,9313
"8913",119031,118856
"8914",119031,8511
"8915",119031,10893
"8916",119031,64386
"8917",119031,56547
"8918",119031,64066
"8919",119031,79148
"8933",119182,6240
"8934",119182,5422
"8940",119373,5243
"8950",119607,5743
"8951",119607,760
"8952",119607,761
"8961",121892,3785
"8962",121892,3786
"8963",121892,9132
"8964",121892,56479
"8979",122335,3039
"8980",122335,3043
"8991",123606,3352
"8992",123606,3351
"8993",123619,5743
"8997",123631,1956
"9007",123879,11251
"9082",126941,1719
"9083",126941,7298
"9084",126941,471
"9145",132519,10863
"9146",132519,176
"9148",132971,1586
"9153",133021,240
"9154",133021,5743
"9155",133021,30814
"9158",134018,7498
"9165",134601,80834
"9166",134601,7442
"9167",134601,83756
"9175",134780,51185
"9176",134780,7124
"9177",134780,5743
"9236",148121,1719
"9237",148121,7298
"9238",148124,81027
"9239",148124,596
"9240",148124,4133
"9241",148124,4134
"9242",148124,4137
"9243",148124,8856
"9248",148195,3486
"9249",148195,2339
"9253",149096,7153
"9260",150311,6646
"9261",150311,29881
"9262",150311,290
"9277",151170,5142
"9278",151170,5144
"9279",151171,552
"9280",151171,554
"9283",151194,2324
"9284",151194,2321
"9285",151194,3791
"9301",153270,834
"9307",153997,5243
"9321",154257,2099
"9322",154257,2100
"9351",156414,1956
"9353",156422,1432
"9356",157920,1181
"9363",158758,5142
"9364",158758,5144
"9365",158781,185
"9398",159324,2342
"9399",159325,1071
"9400",159594,1909
"9413",160355,5594
"9414",160355,5595
"9415",160355,1017
"9416",160355,983
"9417",160355,1022
"9418",160355,1025
"9419",160355,1454
"9434",164509,2890
"9435",164509,2891
"9436",164509,2893
"9437",164509,2892
"9537",174174,1128
"9538",174174,1129
"9539",174174,1131
"9540",174174,1132
"9541",174174,1133
"9542",174174,2741
"9543",174174,1137
"9544",174174,1141
"9552",176870,1956
"9553",176870,8856
"9593",189821,2908
"9662",208902,4544
"9663",208902,4543
"9664",208908,2064
"9665",208908,1956
"9672",210332,9212
"9673",210332,3619
"9685",216235,1909
"9686",216235,1910
"9687",216239,2324
"9688",216239,5894
"9689",216239,3791
"9690",216239,673
"9691",216239,2322
"9692",216239,5159
"9693",216239,3815
"9694",216239,2260
"9695",216239,5979
"9696",216239,2321
"9698",216326,51185
"9699",216326,8600
"9700",216326,1003
"9701",216326,5743
"9705",216454,2339
"9706",216454,2342
"9707",216454,5229
"9710",219077,6870
"9711",219078,6336
"9712",219078,6335
"9713",219078,6328
"9714",219100,10495
"9715",219104,7296
"9767",229455,367
"9798",259331,2099
"9799",259331,2100
"9800",259331,4133
"9801",259331,4130
"9820",285033,6122
"9843",387447,5693
"9844",387447,5689
"9848",398148,1017
"10172",439693,100
"10335",441314,8972
"10336",441314,2548
"10337",441314,23193
"10338",441314,2595
"10405",443872,4306
"10419",444008,2099
"10426",444036,2908
"10427",444036,5241
"10428",444036,5321
"10429",444036,4306
"10574",444732,55869
"10576",444732,51564
"10687",445154,4835
"10688",445154,1457
"10689",445154,5742
"10690",445154,5743
"10691",445154,246
"10692",445154,240
"10693",445154,196
"10694",445154,55300
"10695",445154,3678
"10696",445154,3690
"10697",445154,351
"10698",445154,6622
"10699",445154,2099
"10700",445154,4543
"10701",445154,4544
"10702",445154,161198
"10703",445154,8856
"10704",445154,9970
"10705",445154,6513
"10706",445154,873
"10707",445154,5465
"10708",445154,5468
"10709",445154,207
"10710",445154,8570
"10711",445154,8565
"10835",445643,2280
"11081",446541,3615
"11082",446541,3614
"11084",446556,7298
"11085",446556,471
"11086",446556,1719
"11087",446556,2618
"11226",447043,23569
"11317",447371,5105
"11419",447865,81027
"11420",447865,203068
"11421",447865,10376
"11422",447865,7846
"11423",447865,51807
"11424",447865,10383
"11425",447865,84790
"11426",447865,7277
"11427",447865,10382
"11428",447865,10381
"11429",447865,7278
"11437",447905,7376
"11485",448013,81027
"11486",448013,203068
"11487",448013,10376
"11488",448013,7846
"11489",448013,51807
"11490",448013,10383
"11491",448013,84790
"11492",448013,7277
"11493",448013,10382
"11494",448013,10381
"11495",448013,7278
"11496",448014,2932
"11502",448042,5566
"11503",448042,5569
"11504",448042,6093
"11505",448042,9475
"11597",448601,6751
"11598",448601,6755
"11599",448601,6752
"11672",448991,5594
"11673",448991,5595
"11674",448991,1017
"11676",448991,1019
"11677",448991,6733
"11691",449035,7498
"11730",449171,5914
"11731",449171,6256
"11732",449171,5915
"11733",449171,6257
"11734",449171,5916
"11735",449171,6258
"11736",449171,3486
"11737",449171,5673
"11738",449171,340665
"11742",449193,5142
"11743",449193,5141
"11744",449193,5144
"11745",449193,5143
"11753",449241,5566
"11754",449241,5569
"11821",451668,1786
"11823",452548,7153
"11827",454216,7153
"11838",456214,6714
"11839",456214,1456
"11840",456214,6195
"11849",457193,7153
"11850",457193,7155
"11866",493570,55312
"11868",493570,645
"11922",637568,9817
"11925",638024,8856
"12078",644019,1268
"12079",644019,1269
"12080",644019,2835
"12081",644019,2741
"12082",644019,2741
"12083",644019,2743
"12084",644019,8001
"12085",644019,2841
"12086",644019,9290
"12087",644019,3350
"12088",644019,3356
"12089",644019,1139
"12090",644019,4985
"12091",644019,4988
"12092",644019,5468
"12093",644019,7442
"12094",644019,8913
"12095",644019,8912
"12096",644019,8911
"12097",644019,8989
"12098",644019,79054
"12099",644019,51393
"12100",644019,162514
"12101",644019,59341
"12102",644019,7416
"12103",644019,3359
"12104",644019,134
"12105",644019,5742
"12106",644019,5743
"12107",644019,38
"12108",644019,1586
"12109",644019,3156
"12110",644019,2936
"12111",644019,2876
"12112",644019,3620
"12113",644019,1545
"12114",644019,1728
