"","Pubchem.Compound.ID","entrezID"
"12116",644019,1577
"12117",644019,1565
"12118",644019,6647
"12119",644019,1544
"12120",644019,1551
"12121",644019,15
"12122",644019,27163
"12134",644241,25
"12135",644241,3815
"12145",656583,3283
"12146",656583,3284
"12147",656583,2099
"12148",656583,2100
"12252",657237,6240
"12253",657237,5422
"12254",657237,1633
"12256",657298,7173
"12291",667476,2099
"12292",667476,6462
"12311",667490,3251
"12312",667490,5471
"12313",667490,3614
"12314",667490,3615
"12417",969516,5468
"12418",969516,7421
"12419",969516,10057
"12420",969516,873
"12421",969516,2950
"12461",1548943,7442
"12462",1548943,11331
"12510",2724385,476
"12517",2733526,2099
"12518",2733526,2100
"12519",2733526,10682
"12520",2733526,5578
"12521",2733526,5579
"12522",2733526,5580
"12523",2733526,5581
"12524",2733526,5582
"12525",2733526,5584
"12526",2733526,5588
"12527",2733526,5590
"12528",2733526,367
"12529",2733526,3757
"12530",2733526,8856
"12531",2733526,2104
"12532",2733526,6462
"12533",2733526,5599
"12551",2765355,5292
"12603",3002977,1234
"12618",3010818,10599
"12619",3010818,11309
"12620",3011155,5422
"12662",3033825,3767
"12663",3033825,7134
"12664",3033825,3764
"12665",3033825,5139
"12666",3033968,5241
"12667",3034010,5406
"12668",3034010,8513
"12669",3034010,2194
"12685",3035016,7153
"12690",3036505,2099
"12698",3038522,2322
"12699",3038522,80310
"12700",3038525,1432
"12701",3052762,3360
"12706",3062316,25
"12707",3062316,6714
"12708",3062316,1969
"12709",3062316,3932
"12710",3062316,7525
"12711",3062316,3815
"12712",3062316,5159
"12713",3062316,6777
"12714",3062316,27
"12715",3062316,2534
"12716",3062316,695
"12717",3062316,8013
"12718",3062316,613
"12719",3062316,1445
"12720",3062316,2044
"12721",3062316,2050
"12722",3062316,2268
"12723",3062316,2444
"12724",3062316,3312
"12725",3062316,4067
"12727",3062316,1432
"12728",3062316,5471
"12734",3081361,7422
"12735",3081361,1956
"12736",3081361,5753
"12737",3081361,7010
"12738",3081361,5979
"12772",3342298,4322
"12823",4369359,1803
"12951",4659569,1312
"12992",5280343,3055
"12993",5280343,5294
"12994",5280343,133688
"12998",5280343,5292
"13000",5280343,26275
"13002",5280343,9262
"13003",5280343,2099
"13004",5280343,2100
"13005",5280343,4835
"13006",5280343,196
"13007",5280343,1545
"13008",5280343,60
"13009",5280343,1457
"13010",5280343,1460
"13011",5280343,8665
"13012",5280343,3320
"13013",5280343,3306
"13014",5280343,10856
"13015",5280343,23450
"13016",5280343,7317
"13017",5280343,6462
"13018",5280343,873
"13019",5280343,1051
"13020",5280343,8856
"13049",5280360,5732
"13050",5280360,5731
"13051",5280360,5733
"13052",5280360,5734
"13053",5280360,11251
"13059",5280453,7421
"13060",5280453,3206
"13098",5280863,133688
"13115",5280961,7153
"13116",5280961,2100
"13117",5280961,2185
"13118",5280961,8648
"13119",5280961,2099
"13120",5280961,10499
"13121",5280961,2103
"13122",5280961,2101
"13123",5280961,8856
"13124",5280961,207
"13125",5280961,2852
"13126",5280961,1545
"13127",5280961,6462
"13169",5281078,3614
"13170",5281078,3615
"13171",5281078,5805
"13176",5281613,196
"13178",5281614,1021
"13179",5281672,5294
"13180",5281672,3716
"13182",5281855,759
"13183",5281855,760
"13184",5281855,761
"13185",5281855,762
"13186",5281855,763
"13187",5281855,11238
"13188",5281855,765
"13189",5281855,766
"13190",5281855,768
"13191",5281855,771
"13192",5281855,23632
"13193",5281855,1457
"13194",5281855,5566
"13195",5281855,5578
"13196",5281855,5579
"13197",5281855,6850
"13198",5281855,6713
"13205",5281915,4731
"13206",5281915,6389
"13223",5282230,27306
"13231",5282379,5914
"13232",5282379,5916
"13261",5284373,819
"13262",5284373,5535
"13263",5284373,5478
"13264",5284373,10105
"13266",5284513,6256
"13267",5284513,5914
"13268",5284513,5915
"13269",5284513,5916
"13270",5284513,6257
"13271",5284513,6258
"13272",5284513,5947
"13306",5284583,9900
"13307",5284583,774
"13393",5287541,760
"13394",5287541,412
"13409",5287620,9266
"13410",5287620,375
"13443",5287792,79784
"13462",5287855,5294
"13566",5288382,3320
"13567",5288382,3326
"13568",5288382,7184
"13728",5289247,5294
"13773",5289418,2260
"13820",5310939,2950
"13821",5310966,1137
"13822",5310966,1139
"13823",5310966,1136
"13824",5310966,8973
"13825",5310966,1141
"13837",5311037,135
"13838",5311037,134
"13840",5311066,2908
"13869",5311309,6833
"13870",5311309,5468
"13923",5318517,7124
"13924",5318517,3569
"13925",5318517,3553
"13926",5318517,4790
"13927",5318517,4791
"14023",5328940,613
"14024",5328940,25
"14025",5328940,4067
"14026",5328940,3055
"14027",5328940,6714
"14028",5328940,1017
"14029",5328940,5604
"14030",5328940,5605
"14031",5328940,10746
"14032",5328940,818
"14034",5329098,3791
"14045",5330286,1019
"14046",5330286,1021
"14086",5359405,1543
"14087",5359405,196
"14136",5362124,1636
"14137",5362129,1636
"14138",5362129,623
"14145",5362422,4317
"14146",5362422,4321
"14147",5362422,4325
"14148",5362422,10863
"14149",5362422,11096
"14253",5486971,781
"14260",5488548,4988
"14261",5488548,4986
"14262",5488548,4985
"14270",5494425,3717
"14271",5494425,1613
"14272",5494425,3716
"14273",5494425,3718
"14274",5494425,7297
"14379",6323266,1890
"14404",6323490,3320
"14405",6323490,7184
"14488",6436173,8856
"14492",6436223,523
"14506",6442177,2475
"14509",6445540,10381
"14517",6450551,2324
"14518",6450551,2321
"14519",6450551,3791
"14531",6505803,3320
"14532",6505803,3326
"14563",6603901,5467
"14569",6610318,1508
"14584",6852167,5294
"14585",6852167,5289
"14645",6914657,10135
"14649",6914666,54583
"14650",6914666,3091
"14687",6918155,2908
"14694",6918296,6715
"14695",6918296,6716
"14705",6918365,6869
"14706",6918456,64805
"14711",6918493,1909
"14712",6918493,1910
"14733",6918638,3065
"14734",6918638,83933
"14735",6918638,79885
"14736",6918638,3066
"14737",6918638,8841
"14738",6918638,9759
"14739",6918638,10014
"14740",6918638,10013
"14741",6918638,51564
"14742",6918638,55869
"14743",6918638,9734
"14745",6918670,5578
"14746",6918670,5580
"14749",6918837,3065
"14750",6918837,83933
"14751",6918837,79885
"14752",6918837,3066
"14753",6918837,8841
"14754",6918837,9759
"14755",6918837,10014
"14756",6918837,10013
"14757",6918837,51564
"14758",6918837,55869
"14759",6918837,9734
"14760",6918852,1017
"14861",9552079,3176
"14905",9799888,1592
"14906",9803963,5467
"14907",9803963,5465
"14952",9823820,2321
"14953",9823820,3791
"14954",9823820,2324
"14955",9823820,2260
"14956",9823820,2263
"14957",9823820,2261
"14958",9823820,2264
"14959",9823820,5156
"14960",9823820,5979
"14961",9823820,3815
"14962",9824562,367
"14966",9826528,5604
"14967",9829523,2322
"14968",9829523,5159
"14969",9829523,3791
"14970",9829523,3815
"14971",9829523,5156
"14972",9829523,5578
"15023",9853654,887
"15026",9854073,7277
"15027",9854073,81027
"15028",9854489,2908
"15029",9854489,5241
"15030",9854489,4306
"15038",9863672,6093
"15039",9863672,9475
"15042",9864881,5465
"15043",9864881,5468
"15044",9864881,5467
"15046",9865515,3065
"15047",9865515,3066
"15048",9865515,8841
"15050",9865587,1432
"15053",9868037,2321
"15054",9868037,3815
"15060",9871074,7124
"15061",9871074,1432
"15062",9871074,3553
"15077",9887712,6524
"15085",9915743,1956
"15107",9926791,3716
"15108",9926791,3717
"15109",9926791,3718
"15110",9926791,7297
"15119",9931954,142
"15120",9931954,10038
"15121",9931954,10039
"15126",9933475,3791
"15127",9934347,5747
"15152",9955116,7153
"15161",9977819,8856
"15201",10077130,2149
"15208",10096344,1803
"15209",10113978,2324
"15210",10113978,2321
"15211",10113978,5159
"15212",10113978,3791
"15213",10113978,3815
"15214",10113978,5156
"15215",10113978,2261
"15216",10113978,3702
"15217",10113978,2246
"15218",10113978,10019
"15233",10152654,1513
"15236",10172943,208
"15237",10172943,2932
"15238",10172943,5566
"15239",10172943,5569
"15246",10182969,2159
"15247",10184653,1956
"15248",10184653,2064
"15249",10184653,2066
"15272",10286159,2100
"15273",10286159,2099
"15276",10288191,7124
"15277",10288191,3569
"15278",10288191,3553
"15279",10288191,4214
"15280",10288191,5605
"15288",10311306,6869
"15293",10341154,7124
"15294",10341154,3569
"15295",10341154,1432
"15296",10341154,3553
"15318",10458325,2064
"15319",10458325,1950
"15320",10458325,2050
"15374",11167602,2321
"15375",11167602,3791
"15376",11167602,2324
"15377",11167602,3815
"15378",11167602,5156
"15379",11167602,5159
"15380",11167602,2260
"15381",11167602,2263
"15382",11167602,7010
"15383",11167602,4921
"15384",11167602,4914
"15385",11167602,1969
"15386",11167602,5894
"15387",11167602,673
"15388",11167602,5600
"15389",11167602,2444
"15390",11167602,25
"15391",11167602,5979
"15393",11175137,5566
"15394",11175137,5569
"15395",11175137,208
"15396",11175137,2932
"15410",11213558,6850
"15417",11243969,1803
"15422",11250647,2798
"15426",11256664,112398
"15427",11256664,54583
"15428",11256664,112399
"15435",11282283,2322
"15436",11282283,3815
"15437",11282283,5156
"15438",11282283,4233
"15439",11282283,5979
"15440",11282283,5888
"15446",11304743,2977
"15449",11313622,2932
"15450",11314340,5566
"15451",11314340,5569
"15457",11338033,1017
"15458",11338033,983
"15494",11493598,5594
"15496",11494412,4233
"15503",11502647,1111
"15511",11511120,1956
"15522",11524144,90
"15523",11524144,2280
"15533",11556711,5693
"15534",11556711,5696
"15535",11556711,5689
"15536",11556711,5698
"15537",11556711,5690
"15538",11556711,5699
"15552",11581936,10846
"15562",11625818,5293
"15563",11626560,238
"15564",11626560,4233
"15574",11671467,6850
"15575",11671467,140
"15577",11671467,2166
"15578",11671467,2030
"15579",11671467,54658
"15580",11671467,8654
"15581",11671467,240
"15582",11671467,1520
"15583",11671467,1514
"15584",11671467,25
"15587",11671467,27330
"15588",11671467,7297
"15589",11671467,56997
"15590",11671467,3716
"15591",11671467,4233
"15592",11671467,167359
"15593",11671467,51765
"15594",11671467,5566
"15595",11671467,8428
"15596",11671467,6788
"15597",11671467,7006
"15598",11671467,65975
"15599",11671467,140901
"15600",11671467,27148
"15601",11671467,11329
"15602",11671467,23012
"15603",11671467,27347
"15604",11671467,57551
"15605",11671467,9344
"15606",11671467,51347
"15607",11671467,29110
"15608",11671467,7010
"15609",11671467,7016
"15610",11671467,7046
"15611",11671467,7048
"15612",11671467,7075
"15613",11671467,9874
"15614",11671467,11011
"15615",11671467,23043
"15616",11671467,8711
"15617",11671467,10188
"15618",11671467,51086
"15619",11671467,83942
"15620",11671467,7272
"15621",11671467,7294
"15622",11671467,7301
"15623",11671467,8408
"15624",11671467,9706
"15625",11671467,25989
"15626",11671467,7465
"15627",11671467,7525
"15628",11671467,80122
"15630",11671467,7535
"15631",11671467,22848
"15632",11671467,27
"15633",11671467,90
"15634",11671467,91
"15635",11671467,79934
"15636",11671467,238
"15637",11671467,255239
"15638",11671467,6790
"15639",11671467,9212
"15640",11671467,6795
"15641",11671467,558
"15642",11671467,640
"15643",11671467,55589
"15644",11671467,658
"15645",11671467,659
"15646",11671467,660
"15647",11671467,673
"15648",11671467,695
"15649",11671467,8536
"15650",11671467,57118
"15651",11671467,57172
"15652",11671467,815
"15653",11671467,816
"15654",11671467,817
"15655",11671467,818
"15656",11671467,84254
"15657",11671467,10645
"15658",11671467,8573
"15659",11671467,1448
"15660",11671467,983
"15661",11671467,55561
"15662",11671467,1019
"15663",11671467,8814
"15664",11671467,8999
"15665",11671467,1111
"15666",11671467,11200
"15668",11671467,1195
"15669",11671467,1196
"15670",11671467,1198
"15671",11671467,57396
"15672",11671467,1436
"15673",11671467,1445
"15674",11671467,1452
"15675",11671467,1457
"15676",11671467,1459
"15677",11671467,1612
"15678",11671467,23604
"15679",11671467,1613
"15680",11671467,9201
"15681",11671467,166614
"15682",11671467,85443
"15683",11671467,780
"15684",11671467,4921
"15685",11671467,1859
"15686",11671467,9149
"15687",11671467,1956
"15688",11671467,27102
"15689",11671467,5610
"15690",11671467,440275
"15691",11671467,2041
"15692",11671467,1969
"15693",11671467,2042
"15694",11671467,2043
"15695",11671467,2044
"15696",11671467,285220
"15697",11671467,2045
"15698",11671467,2046
"15699",11671467,2047
"15700",11671467,2048
"15701",11671467,2050
"15702",11671467,2051
"15703",11671467,2064
"15704",11671467,2066
"15705",11671467,2081
"15706",11671467,2241
"15707",11671467,2242
"15708",11671467,2260
"15709",11671467,2263
"15710",11671467,2261
"15711",11671467,2268
"15712",11671467,2321
"15713",11671467,2322
"15714",11671467,2324
"15715",11671467,2475
"15716",11671467,2444
"15717",11671467,2534
"15718",11671467,2580
"15719",11671467,2931
"15720",11671467,2932
"15721",11671467,3055
"15722",11671467,28996
"15723",11671467,10114
"15724",11671467,22858
"15725",11671467,3551
"15726",11671467,9641
"15727",11671467,3643
"15728",11671467,3645
"15729",11671467,3654
"15730",11671467,11213
"15731",11671467,51135
"15732",11671467,3702
"15733",11671467,3717
"15734",11671467,3718
"15735",11671467,3791
"15736",11671467,23387
"15737",11671467,3815
"15738",11671467,9113
"15739",11671467,3932
"15740",11671467,3984
"15741",11671467,3985
"15742",11671467,120892
"15743",11671467,4058
"15744",11671467,4067
"15745",11671467,5605
"15746",11671467,5606
"15747",11671467,5607
"15748",11671467,5608
"15749",11671467,4214
"15750",11671467,4294
"15751",11671467,4296
"15752",11671467,7786
"15753",11671467,9175
"15754",11671467,389840
"15755",11671467,10746
"15756",11671467,4215
"15757",11671467,4216
"15758",11671467,9064
"15759",11671467,4293
"15760",11671467,11184
"15761",11671467,5871
"15762",11671467,8491
"15763",11671467,9448
"15764",11671467,11183
"15765",11671467,5602
"15766",11671467,5603
"15767",11671467,1432
"15768",11671467,225689
"15769",11671467,5596
"15770",11671467,5598
"15771",11671467,5601
"15772",11671467,8550
"15773",11671467,4139
"15774",11671467,2011
"15775",11671467,4140
"15776",11671467,57787
"15777",11671467,23332
"15778",11671467,22983
"15779",11671467,4145
"15780",11671467,9833
"15781",11671467,10461
"15782",11671467,50488
"15783",11671467,8569
"15784",11671467,2872
"15785",11671467,4486
"15786",11671467,4593
"15787",11671467,4638
"15788",11671467,85366
"15789",11671467,91807
"15790",11671467,340156
"15791",11671467,53904
"15792",11671467,4750
"15793",11671467,79858
"15794",11671467,4751
"15795",11671467,4752
"15796",11671467,6787
"15797",11671467,341676
"15798",11671467,91754
"15799",11671467,4914
"15800",11671467,4915
"15801",11671467,4916
"15802",11671467,9891
"15803",11671467,81788
"15804",11671467,9943
"15805",11671467,5058
"15806",11671467,5062
"15807",11671467,5063
"15808",11671467,10298
"15809",11671467,56924
"15810",11671467,57144
"15811",11671467,5127
"15812",11671467,5128
"15813",11671467,5156
"15814",11671467,5159
"15815",11671467,5170
"15816",11671467,65061
"15817",11671467,5260
"15818",11671467,5298
"15819",11671467,5287
"15820",11671467,5288
"15821",11671467,5293
"15822",11671467,5294
"15823",11671467,5292
"15824",11671467,415116
"15825",11671467,8396
"15826",11671467,79837
"15827",11671467,9088
"15828",11671467,5585
"15829",11671467,5586
"15830",11671467,5347
"15831",11671467,10769
"15832",11671467,1263
"15833",11671467,10733
"15834",11671467,5562
"15835",11671467,5562
"15836",11671467,5563
"15837",11671467,5564
"15838",11671467,5565
"15839",11671467,5571
"15840",11671467,51422
"15841",11671467,53632
"15842",11671467,5567
"15843",11671467,5580
"15844",11671467,5581
"15845",11671467,5582
"15846",11671467,5584
"15847",11671467,5588
"15848",11671467,5587
"15849",11671467,5593
"15850",11671467,8899
"15851",11671467,5747
"15852",11671467,2185
"15853",11671467,5753
"15854",11671467,5894
"15855",11671467,5979
"15856",11671467,83732
"15857",11671467,55781
"15858",11671467,8780
"15859",11671467,8737
"15860",11671467,8767
"15861",11671467,54101
"15862",11671467,9475
"15863",11671467,6098
"15864",11671467,6195
"15865",11671467,6197
"15866",11671467,388228
"15867",11671467,100130827
"15868",11671467,23678
"15869",11671467,150094
"15870",11671467,23235
"15871",11671467,9748
"15872",11671467,54861
"15873",11671467,6714
"15874",11671467,6725
"15875",11671467,6793
"15876",11671467,8576
"15877",11671467,9263
"15878",11671467,9262
"15879",11671467,202374
"15891",11707110,5604
"15892",11707110,5605
"15898",11712649,6790
"15901",11749858,3065
"15988",11960529,142
"15989",11960529,10038
"16007",11973736,2324
"16008",11973736,2321
"16009",11973736,3791
"16010",11973736,1445
"16035",11987888,51135
"16040",12000240,834
"16041",12000240,836
"16042",12000240,840
"16091",15547703,4048
"16092",15547703,9520
"16171",15951529,367
"16185",16004692,1909
"16186",16004692,1910
"16205",16058637,5599
"16282",16220172,1080
"16284",16222096,5604
"16288",16666708,4214
"16289",16678941,1080
"16298",16722836,3717
"16299",16722836,2322
"16300",16722836,3716
"16311",16741245,5163
"16503",21081761,4233
"16521",22049997,1432
"16618",24180719,673
"16659",24771867,6790
"16660",24775005,6608
"16661",24776445,6608
"16670",24779724,4233
"16692",24812758,6524
"16694",24821094,695
"16696",24826799,25
"16697",24826799,613
"16698",24826799,3815
"16699",24826799,5979
"16700",24826799,7010
"16701",24826799,2322
"16702",24826799,2260
"16703",24826799,2263
"16704",24826799,2261
"16705",24826799,2264
"16706",24826799,3932
"16707",24826799,6714
"16708",24826799,4067
"16709",24826799,3791
"16710",24826799,5156
"16728",24856436,7465
"16735",24864821,4233
"16741",24872560,367
"16742",24872560,2554
"16743",24872560,2555
"16744",24872560,2556
"16745",24872560,2557
"16746",24872560,2558
"16747",24872560,2559
"16748",24872560,2560
"16749",24872560,2561
"16750",24872560,2562
"16751",24872560,2563
"16752",24872560,2564
"16753",24872560,2565
"16754",24872560,2566
"16755",24872560,2567
"16756",24872560,2568
"16757",24872560,55879
"16774",24889392,2322
"16789",24905142,6714
"16804",24958200,142
"16805",24958200,10038
"16823",24978538,596
"16824",24978538,599
"16825",24978538,572
"16868",25102847,4233
"16869",25102847,3791
"16870",25102847,5979
"16892",25126798,3716
"16893",25126798,3717
"16914",25141092,4914
"16915",25141092,4915
"16916",25141092,4916
"16917",25141092,6098
"16918",25141092,3717
"16919",25141092,10188
"16923",25151352,1436
"16924",25151352,3815
"16925",25151352,2322
"16926",25151352,5159
"16930",25166913,6608
"16947",25210273,3320
"16982",42611257,673
"16993",42627755,2081
"16998",42642645,3791
"16999",42642645,3082
"17000",42642648,2064
"17001",42642648,1956
"17044",44195571,3320
"17045",44195571,3326
"17046",44205240,3716
"17047",44205240,3717
"17048",44205240,2185
"17049",44205240,3718
"17058",44462760,673
"17059",44462760,5894
"17060",44462760,150094
"17061",44462760,79858
"17062",44462760,3984
"17067",44591583,5142
"17068",44591583,5141
"17069",44591583,5144
"17070",44591583,5143
"17071",44599207,53637
"17072",44599207,1901
"17077",44631903,9261
"17078",44631912,1019
"17079",44631912,1021
"17095",46220502,1019
"17096",46220502,1021
"17304",49803313,2322
"17305",49803313,3350
"17306",49803313,3351
"17307",49803313,3352
"17308",49803313,3354
"17309",49803313,3355
"17310",49803313,3356
"17311",49803313,3357
"17312",49803313,3358
"17313",49803313,3359
"17314",49803313,9177
"17315",49803313,170572
"17316",49803313,200909
"17317",49803313,285242
"17318",49803313,3360
"17319",49803313,3362
"17320",49803313,3363
"17321",49803313,558
"17322",49803313,238
"17323",49806720,238
"17325",49846579,596
"17328",49855250,3065
"17329",49855250,3066
"17330",49855250,8841
"17331",49855250,10013
"17365",50905713,5294
"17366",50905713,5293
"17367",50922675,673
"17368",50922675,595
"17369",51039094,2064
"17393",51352361,23621
"17457",54675783,3553
"17458",54675783,240
"17459",54675783,4318
"17460",54675783,7422
"17461",54675783,834
"17462",54675783,836
"17463",54675783,54205
"17468",54676228,5743
"17469",54676228,5742
"17477",54677470,5743
"17478",54677470,5742
"17479",54677971,5743
"17480",54677971,5742
"17483",54679224,1806
"17496",54684141,1723
"17512",54690031,5742
"17513",54690031,5743
"17562",54758501,1956
"17564",56599306,5290
"17566",56649450,5290
"17581",56944144,3061
"17582",56944144,3062
"17585",57379345,238
"17594",66558664,2146
"17596",67171867,367
"17597",67171867,5241
"17598",67462786,2260
"17599",67462786,2263
"17600",67462786,2261
"17601",67462786,2264
"17602",67462786,5979
"17603",67462786,1436
"17604",67462786,5156
"17605",67462786,5159
"17606",67462786,3815
"17607",67462786,3791
"17610",68165256,238
"17611",68165256,1956
"17612",68165256,25
"17613",68165256,3480
"17614",68165256,2322
"17615",68165256,3643
"17616",68165256,4233
"17617",68165256,2066
"17618",68165256,2064
"17646",71226662,695
"17650",71481097,7514
"17651",71496458,1956
"17655",71731823,238
"17674",89683805,3418
